Id	Speed	TravelTime	Status	DataAsOf	linkId	linkPoints	EncodedPolyLine	EncodedPolyLineLvls	Owner	Transcom_id	Borough	linkName
169	44.12	207	0	9/20/2014 19:23:00	4616355	40.66639,-73.76248 40.66579,-73.75706 40.66574,-73.7563 40.66571,-73.7494 40.66542,-73.74244 40.66552,-73.74173 40.66564,-73.74133 40.66592,-73.74068 40.6661,-73.74033 40.66662,-73.73964 40.6671,-73.73915 40.66821,-73.7382 40.67221,-73.73551 40.6737,-73.7	}sewFnveaMvB{`@HwCDcj@x@oj@SmCWoAw@aCc@eAgBiC_BaB}E}D_XyOiHeFeIwGgTeS_TwMsFsCWE	BBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616355	Queens	Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP
170	16.16	235	0	9/20/2014 19:23:00	4616356	40.6665206,-73.76246 40.66738,-73.77021 40.66751,-73.77209 40.66752,-73.772861 40.66749,-73.775591 40.66722,-73.78108 40.66673,-73.786471	wtewFjveaMkDlo@YvJAxCD`Pt@ha@`Bt`@	BBBBBBB	NYC_DOT_LIC	4616356	Queens	Belt Pkwy W 182nd St - JFK Expressway
171	8.7	1313	0	9/20/2014 19:23:00	4616357	40.66673,-73.78649 40.66642,-73.78958 40.66642,-73.78958 40.66642,-73.790421 40.6665006,-73.79161 40.666771,-73.793241 40.666771,-73.793241 40.6667404,-73.796111 40.6667404,-73.796111 40.6667205,-73.799361 40.6668105,-73.799681 40.6669706,-73.79989 40.666	avewFpljaM|@hR???fDOlFu@dI??D|P??BhSQ~@_@h@??uDdDcAf@}ANiEQkIG??{GXeC^gBj@EH??qQlGiSvHuC|@u]bNwd@jTwQfI{K`GkPxHqPlG	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616357	Queens	Belt Pkwy W JFK Expressway - VWE N Jamaica Ave
172	42.25	102	0	9/20/2014 19:23:00	4616310	40.82495,-73.836211 40.82367,-73.83602 40.8202605,-73.835941 40.81888,-73.835951 40.81555,-73.83628 40.81275,-73.83627 40.8124306,-73.83621140.81201,-73.836031 40.81139,-73.83571 40.79715,-73.82657	gxhxFp{fbMpAiE`@kGhEm[L{FQqIUeKm@}^?gTB{FLgG	BBBBBBBBBBB	NYC_DOT_LIC	4616310	Bronx	CBE AMSTERDAM AVE (L/LVL) - MORRIS AVE
177	41.01	103	0	9/20/2014 19:23:00	4616309	40.8464305,-73.93213 40.8458904,-73.930331 40.84516,-73.92739 40.84478,-73.925401 40.8447106,-73.92412 40.84478,-73.92246 40.844891,-73.92045 40.8451105,-73.91534 40.8451305,-73.91194 40.8451105,-73.910811 40.84503,-73.909371	eyhxFxzfbMjBiJpCiQjAoKL_GMiIUqKk@}^CgTBcFN_H	BBBBBBBBBBB	NYC_DOT_LIC	4616309	Bronx	CBE E AMSTERDAM AVE(U/LVL) - MORRIS AVE
178	47.22	175	0	9/20/2014 19:22:59	4616297	40.8302204,-73.850641 40.8295305,-73.848401 40.8291004,-73.847491 40.82836,-73.8459 40.8281405,-73.84524 40.8280305,-73.844641 40.827991,-73.843911 40.82804,-73.842981 40.8281906,-73.841761 40.8286304,-73.83844 40.82887,-73.83673 40.8291904,-73.83548 40.8	{sexFn}vaMhC_MtAuDrC}Hj@cCTwBFqCIyD]sFwAwSo@uI_AyFe@wBmAmE}A}DwAsCyFqK{DmH}AuD{D_KeCiCiCmAuDQwC`@kH`B	BBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616297	Bronx	CBE E CASTLE HILL AVE - BE N WATERBURY AVE
184	24.85	100	0	9/20/2014 19:22:59	4616253	40.8347204,-73.86593 40.83357,-73.86199 40.8327305,-73.8592 40.8312,-73.85409 40.83017,-73.85069 40.83015,-73.85071 40.8301304,-73.850731 40.8301105,-73.850731	_pfxF`}yaMdFsWfDmPpH}^lEgTBBBBB	BBBBB	NYC_DOT_LIC	4616253	Bronx	CBE E TAYLOR AVENUE - CASTLE HILL AVENUE
185	45.98	55	0	9/20/2014 19:22:59	4616267	40.8304204,-73.850811 40.83156,-73.854671 40.83238,-73.857341 40.83312,-73.859891 40.83335,-73.86046 40.83352,-73.86113 40.8337406,-73.862011 40.83415,-73.86333 40.8345205,-73.86458 40.8350406,-73.866311	cuexFp~vaMcFbWcDtOsC|Nm@pBa@dCk@nDqAfGiAxFgBxI	BBBBBBBBBB	NYC_DOT_LIC	4616267	Bronx	CBE W CASTLE HILL AVENUE - TAYLOR AVENUE
186	37.9	215	0	9/20/2014 17:54:37	4620315	40.84667,-73.93188 40.847331,-73.933501 40.8487104,-73.936901 40.84935,-73.93988 40.84962,-73.94175 40.8501204,-73.94462 40.851271,-73.95037 40.85172,-73.95283 40.8521,-73.95515 40.85295,-73.95957 40.85329,-73.96061 40.85352,-73.96142 40.853621,-73.96192 	uzhxFfyfbMcCbIsGfT_CrQu@tJcB|PeF|b@yAjNkAnMiDrZcAnEm@`DSbByAbG	BBBBBBBBBBBBBB	PA-GWBridge	4620315	Bronx	CBE W L/LE V AMSTERDAM AVE - I 95 S LOC LNS
190	32.93	129	0	9/20/2014 19:21:34	4620332	40.84671,-73.931941 40.8460306,-73.930181 40.84539,-73.92753 40.8456,-73.925891 40.8448604,-73.92471 40.84488,-73.92327 40.8451305,-73.91885 40.8452706,-73.913131 40.84516,-73.909371	}zhxFryfbMfC_J~BqOlAgIZkFC_Hq@sZ[wb@ToV	BBBBBBBBB	PA-GWBridge	4620332	Bronx	CBE W MORRIS AVE - GWB W AMSTERDAM AVE (L/LVL)
191	39.77	108	0	9/20/2014 19:21:34	4620331	40.8465405,-73.932021 40.84611,-73.93075 40.8452706,-73.92726 40.84496,-73.925931 40.8448206,-73.924811 40.8448206,-73.923691 40.84501,-73.92041 40.84523,-73.91556 40.8452404,-73.91198 40.8452006,-73.91082 	{yhxFbzfbMtA}FfDyT|@iGZ_F?_Fe@oSk@i]AkUFgF	BBBBBBBBBB	PA-GWBridge	4620331	Bronx	CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL)
195	42.87	193	0	9/20/2014 17:52:33	4620310	40.84653,-73.932031 40.8471706,-73.933591 40.84859,-73.93696 40.849211,-73.939901 40.84955,-73.941791 40.85004,-73.944611 40.85116,-73.95037 40.85161,-73.952851 40.8520306,-73.955211 40.85291,-73.959611 40.853241,-73.96066 40.8534605,-73.961481 40.8535705	yyhxFdzfbM_CvH{G`T{BjQcAxJaBrP_F~b@yAnNsAvMoDnZaApEk@bDUrBm@pF	BBBBBBBBBBBBBB	PA-GWBridge	4620310	Bronx	CBE W U/LEV AMSTERDAM AVE - I95 S EXP LNS
199	49.71	217	0	9/20/2014 19:23:00	4616351	40.71167,-73.72839 40.71309,-73.72892 40.71362,-73.72902 40.71486,-73.7291 40.71577,-73.72891 40.71674,-73.72849 40.71735,-73.72803 40.71918,-73.72643 40.72008,-73.72586 40.72073,-73.72557 40.72246,-73.72499 40.72322,-73.7248 40.73177,-73.72294 40.73334,-	}nnwFla_aM{GhBiBRwFNuDe@aEsAyB{AmJ_IsDqBaCy@yIsBwCe@mt@sJyHu@kCIwDP{CZwB`@gJrCaDnBgGfG}ClFsD~HyGnQeHlNmC~DyDxE{HvIwBxCmCvEqDjHmBtCyCdDsC`CgRpNyIrHwD~DcB`C	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616351	Queens	CIP N Hempstead Tpk - LIE
204	55.92	208	0	9/20/2014 19:23:00	4616320	40.7894406,-73.786291  40.78918,-73.78792  40.78876,-73.789521  40.7882704,-73.790631  40.7872906,-73.79263  40.7866804,-73.7941  40.7864,-73.794901  40.7861204,-73.796241  40.78602,-73.79693  40.78596,-73.79837  40.78615,-73.80182  40.786331,-73.80525  4	_u}wFhkjaMr@dI~A~HtA|EbEnKxBdHv@~Cv@jGRhCJ~G[pTm@lT}@nS[vB@p@]dHiAlPo@tEiA|Fu@nCoDvKiAhFa@`DSxCAbAFfAb@lB`AbBjBjA??xHfBpOnBzJ`A|Cn@pEfBz[|O|HzEtBdBrEjFjEjHhAzB	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616320	Queens	CIP N TNB - Whitestone Expwy S Exit 14 (Linden Pl)
205	16.16	999	0	9/20/2014 19:20:25	4362247	40.78819,-73.79052 40.7887906,-73.78895 40.7891204,-73.78771 40.7894104,-73.78573 40.7894805,-73.78448 40.7894104,-73.78255 40.789241,-73.78116 40.78896,-73.77992 40.7885405,-73.77866 40.7880904,-73.777661 40.78754,-73.77664 40.7870405,-73.77592 40.786440	em}wFvekaMwByHaAwFy@kKMyFLaK`@uGv@wFrA{FxAiElBiEbBoCvBmCjE{DxFwEzGyFlM{MvE}CbJkDrKqEtIoFlG_GtLiOrCgD~DoB|H}C`IaBpGmBbG{DrDiEzBsD`B{EvAkGlCgL|A}EpCiFlE{ExFoFpD_D|JkHlEoDvEeEhDiE|BoDvDsH`DoF|CwDvEeFzCwEvA_Hw@aI}CiEiEwD{BgBeKiCqDwAwD{CcCyCuCsF_DeG}CoD	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC-DOT-Region 10	4362247	Queens	CIP NB GCP - TNB
207	52.2	146	0	9/20/2014 19:23:00	4616352	40.71426,-73.729261  40.7136604,-73.7292  40.7123906,-73.728861  40.71038,-73.72795  40.7091206,-73.72763  40.69798,-73.72709  40.6909405,-73.72678  40.6900905,-73.72678  40.68932,-73.72673  40.687321,-73.72641  40.68526,-73.726341  40.68526,-73.72634  40	c_owFzf_aMvBK|FcApKuDzF_ArdAkB~j@}@hD?xCInK_AzKM??xCLhDr@	BBBBBBBBBBBBBB	NYC_DOT_LIC	4616352	Queens	CIP S Hempstead Tpk - Laurelton Pkwy @ SSP
208	54.06	203	0	9/20/2014 19:23:00	4616350	40.74877,-73.73895  40.74799,-73.73784  40.74717,-73.73689  40.74625,-73.73597  40.74547,-73.7350  40.74466,-73.734  40.744,-73.73302  40.74372,-73.73251  40.74184,-73.72849  40.7406,-73.72642  40.7396,-73.72512  40.73889,-73.724471  40.7380804,-73.723981	yvuwFlcaaMzC}EbD}DvDwDzC{D`DmEbCcEv@eBvJcXvF}KfEcGlCaC`DaBzHyBj@YbE{@bDO|D?vCP|QtBnl@bIzIrB~D~AtCjBrHtGrAz@pCrAbCp@vAR~DF	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616350	Queens	CIP S LIE - Hempstead Tpk
211	57.17	288	0	9/20/2014 19:20:25	4362250	40.78795,-73.790191 40.78647,-73.78812 40.7862104,-73.787781 40.78587,-73.787381 40.7854106,-73.786931 40.7846506,-73.786261 40.7843806,-73.786071 40.78327,-73.78547 40.78266,-73.785271 40.7795604,-73.78463 40.77606,-73.78439 40.77373,-73.78426 40.77273,-	uk}wFtckaMfH}Kr@cAbAoAzAyAvCeCt@e@|EwBxBg@jR_CzTo@pMYfEi@jCk@de@}RbReIrLyEve@sJxMmDb[iL|CwApFkCfAuAPaDcBkKc@uD	BBBBBBBBBBBBBBBBBBBBBBBBBB	NYC-DOT-Region 10	4362250	Queens	CVE NB GCP - WILLETS PT BLVD
212	54.06	200	0	9/20/2014 19:20:25	4362244	40.78802,-73.79003 40.7868604,-73.78838 40.7863506,-73.787771 40.7854504,-73.786831 40.78502,-73.786481 40.7848004,-73.78632 40.7844005,-73.78601 40.7837704,-73.785671 40.7831705,-73.78538 40.78264,-73.7852 40.7817,-73.78497 40.78116,-73.78489 40.78058,-7	cl}wFtbkaMfFiIdByBrD{DtAeAj@_@nA}@|BcAvBy@hBc@zDm@jBOrBY|C_@f@EpHk@|Is@????bIOrGa@xHcBvFyBtImDzHgDtBcAtCoApCgAbEqA~QuHxGqDbCUbCRjEcApEy@jGeAtEi@dBg@t@SdRyGzHwC|IcDbKuDdLeEnM}ExOwFzRsHnCoArGeEtOaQjGqMbCoJ|@{GDuIe@Sf	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC-DOT-Region 10	4362244	Queens	CVE NB LIE - WILLETS PT BLVD
213	37.9	68	0	9/20/2014 19:22:03	4456450	40.80069,-73.92878 40.8013005,-73.930181 40.8014104,-73.93057 40.80143,-73.93084 40.80133,-73.93106 40.8011404,-73.931261 40.80084,-73.931271 40.8006704,-73.93115 40.8005206,-73.930951 40.8001805,-73.930151 40.8705,-73.929931 40.7998905,-73.92972 40.79972	i{_xFzefbMyBvGUlACt@Rj@d@f@z@@`@W\g@bA_DTk@b@i@`@a@n@YhAKjGYp@M`DTtCf@|@\xBrA~@z@dBnD	BBBBBBBBBBBBBBBBBBBBBBB	MTA Bridges & Tunnels	4456450	Manhattan	FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
215	41.01	165	0	9/20/2014 19:23:00	4616329	40.7369006,-73.974651 40.73868,-73.973391 40.73897,-73.97323 40.73955,-73.97298 40.7415304,-73.97247 40.7423406,-73.97229 40.7428504,-73.97213 40.74338,-73.971871 40.7440804,-73.97141 40.7446706,-73.97103 40.7455605,-73.970301 40.7465204,-73.96929 40.7472	slswFpdobMcJ{Fy@_@sBq@kKeBaDc@eB_@iBs@kC{AuBkAqDqC_EiEyCuCcDaCeT}PuJuIrAhAcE{CaEkDcEkFsEiD}FiEiHoFcAwA}BoD	BBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616329	Manhattan	FDR N 25th - 63rd St
217	45.98	220	0	9/20/2014 19:23:00	4616328	40.71141,-73.97866 40.712,-73.97793 40.712661,-73.977511 40.71379,-73.976931 40.7150904,-73.976251 40.7164,-73.9756 40.7172404,-73.975231 40.7182305,-73.97497 40.7200604,-73.97471 40.72158,-73.97453 40.7223506,-73.974331 40.72328,-73.973801 40.72504,-73.9	w~mwFjisbMc@}HkCe^gBoZe@iQe@mJSaBYmA_A{BuBqCcCsAaFsBcGgCeGaCgDiAeEs@mJs@oHc@yCg@yDiB_J{EiFeCyDq@yE]gB?eALiA\eAz@yBdCuBbCcAl@}D`AeDl@kNvBaAF}AMeBc@	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616328	Manhattan	FDR N Catherine Slip - 25th St
221	44.74	228	0	9/20/2014 19:23:00	4616333	40.736971,-73.97477 40.73651,-73.975011 40.73595,-73.97506 40.73512,-73.974911 40.734061,-73.974611 40.7327304,-73.974281 40.731711,-73.97403 40.7313705,-73.973851 40.73096,-73.97359 40.73067,-73.97328 40.73019,-73.972671 40.72966,-73.972181 40.72914,-73.	amswFheobMzAn@nBHdD]rE{@hGaAjEq@bAc@pAs@x@}@~AyBhBaBfB{@vBU~ADpBNnCXnB`@zCpAtEdCjE`CxBhAvAl@hC\pCPbDPlDPpDZ|B\|Cz@fA\XVbGzBpElBfIfDpAz@dBvBl@lAf@dC`@`EVtKXnIj@dKt@vN|@tL|AvSh@lH	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616333	Manhattan	FDR S 25th St - Catherine Slip
222	19.26	361	0	9/20/2014 19:23:00	4616332	40.7606904,-73.956791 40.7601606,-73.95751 40.75941,-73.9582 40.758081,-73.959251 40.75674,-73.96034 40.75594,-73.960941 40.7548505,-73.9623 40.7535,-73.96347 40.7530804,-73.963941 40.7527204,-73.96419 40.75171,-73.96518 40.75041,-73.96625 40.7492,-73.967	iaxwF|tkbMhBnCtChChGpEjGxE~CvBxEnGlGhFrA|AfAp@hEdEbGtEpF~DzE|DvGhFlGhG~CxB|EjC~BfA`Dv@zMfBxAd@bChApBrA~DfC	BBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616332	Manhattan	FDR S 63rd - 25th St
223	9.94	257	0	9/20/2014 19:23:00	4616341	40.70908,-73.9959 40.70895,-73.996941 40.70882,-73.997611 40.70861,-73.99827 40.70841,-73.998731 40.7082204,-73.99911 40.70806,-73.99937	w~mwFjisbMXnEXdCh@bCf@zAd@jA^r@	BBBBBBB	NYC_DOT_LIC	4616341	Manhattan	FDR S Catherine Slip - BKN Bridge Manhattan Side
224	8.08	152	0	9/20/2014 19:23:00	4616334	40.70915,-73.995921 40.70895,-73.9974 40.70871,-73.99818 40.7084506,-73.99889 40.70799,-73.999681 40.7074605,-74.68 40.70631,-74.002801 40.70521,-74.004551 40.7039204,-74.00654 40.7027605,-74.00843 40.70235,-74.00909 40.70212,-74.00955 40.70194,-74.01008 	e_nwFnisbMf@fHn@zCr@lCzA|ChBfEdFfLzE|I`GlKfFxJpAbCl@zAb@hBdAhHd@zD	BBBBBBBBBBBBBBB	NYC_DOT_LIC	4616334	Manhattan	FDR S Catherine Slip - Whitehall St
225	36.04	90	0	9/20/2014 19:22:03	4456495	40.7013,-74.01317 40.7014804,-74.014261 40.7016405,-74.014801 40.7021105,-74.015481 40.7028,-74.01598 40.7034806,-74.016321 40.70429,-74.01652 40.7048404,-74.01658 40.70503,-74.01658 40.70544,-74.01644 40.70588,-74.016281 40.706371,-74.01609 40.706661,-74	cnlwFhuvbMc@xE_@jB}AfCiCbBgCbAaDf@mBJe@?qA[wA_@aBe@y@c@eBi@	BBBBBBBBBBBBBB	NYC_DOT_LIC	4456495	Manhattan	FDR S Whitehall St - BBT Manhattan Portal outbound
257	37.9	331	0	9/20/2014 19:23:00	4616318	40.6333906,-74.01586 40.634,-74.015921 40.63445,-74.01605 40.6349304,-74.0163 40.6354904,-74.016831 40.6363404,-74.0181 40.6376906,-74.020311 40.63817,-74.02093 40.6386004,-74.02127 40.6391604,-74.02155 40.63971,-74.02163 40.6402406,-74.021561 40.6409304,	ue_wFbfwbMyBJyAX_Bp@oBhBiD|FmGxL_BzBuAbAoBv@mBNiBMiCaAuCcCuD_EmMiM{V{Wq~@_aAmb@wc@qB_BkDsA{BQkDN}FrBqX|NsFvC_FnCuAn@	BBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616318	Brooklyn	GOW N 7TH AVENUE - 9TH STREET
258	47.22	91	0	9/20/2014 19:22:59	4616220	40.6162405,-74.02612 40.61923,-74.02361 40.62362,-74.019831 40.6248406,-74.019061 40.62579,-74.01859 40.6279004,-74.017721 40.63049,-74.01676 40.63239,-74.016061 40.63336,-74.01586	oz{vFffybMuQuNmZsVsFyC}D}AeLmDeO_E{JkCaEg@	BBBBBBBBB	NYC_DOT_LIC	4616220	Brooklyn	GOW N 92ND STREET - 7TH AVENUE
259	14.91	267	0	9/20/2014 19:22:59	4616223	40.6756,-74.841 40.67643,-74.001241 40.6772405,-74.001741 40.6783605,-74.002531 40.67925,-74.00331 40.6795705,-74.00341 40.68001,-74.00332 40.6805806,-74.003031 40.6814704,-74.0026 40.68522,-74.76 40.6872004,-73.999811 40.6892206,-73.99885 40.68972,-73.99	omgwFfhtbMeDnAaDbB_F|CqDzC_ARwAQqBy@qDuAmVoJkK}DsK_EcBc@yBAuBb@yBt@	BBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616223	Brooklyn	GOW N 9TH STREET - ATLANTIC AVENUE
261	44.12	97	0	9/20/2014 19:22:59	4616226	40.61632,-74.0263 40.61928,-74.02375 40.6237206,-74.019951 40.6248,-74.01925 40.62583,-74.018741 40.6279506,-74.017891 40.63065,-74.01698 40.63237,-74.016321 40.6332305,-74.016151	_{{vFjgybMoQ}NwZwVwEkCmEeBgLiD{OuDwIcCkDa@	BBBBBBBBB	NYC_DOT_LIC	4616226	Brooklyn	GOW S 7TH AVENUE - 92ND STREET
262	31.69	396	0	9/20/2014 19:23:00	4616319	40.6332305,-74.016151 40.63391,-74.01613 40.6343505,-74.016241 40.63485,-74.016501 40.63533,-74.01694 40.63622,-74.01827 40.6375704,-74.02046 40.63803,-74.021071 40.6385,-74.02146 40.63908,-74.02173 40.63967,-74.02185 40.64036,-74.02172 40.64103,-74.02143	ud_wF|gwbMgCCwATcBr@_BvAqDhGmGtL{AxB}AlAsBt@uBViCYeCy@wBqAkCeCeOcP_WgXm~@aaAmb@yc@cBuAwCqAmCUoDPuFdBsX`OwFlCaFzC{BvA	BBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616319	Brooklyn	GOW S 9TH STREET - 7TH AVENUE
263	44.74	47	0	9/20/2014 19:22:03	4763657	40.60846,-74.03933 40.6107805,-74.03207 40.6111,-74.03154 40.6115804,-74.031051 40.6127904,-74.030031 40.6137105,-74.02903 40.614411,-74.028201 40.6163504,-74.02639	{izvFxx{bMoMkl@_AiB_BaBqFkEwDgEkCeDcKiJ	BBBBBBBB	Verrazano-Narrows-Bridge	4763657	Brooklyn	GOW S VNB W 92ND STREET - BKLYN GANTRY LOWER LEVEL
264	31.69	67	0	9/20/2014 19:22:03	4763655	40.6083804,-74.039301 40.6107105,-74.03202 40.6110506,-74.03144 40.611501,-74.03094 40.61272,-74.02992 40.6134404,-74.02892 40.6142306,-74.02803 40.6163106,-74.02624	kizvFrx{bMqMol@cAsByAcBsFkEoCgE}CqD_LeJ	BBBBBBBB	Verrazano-Narrows-Bridge	4763655	Brooklyn	GOW S VNB W 92ND STREET - BKLYN GANTRY UPPER LEVEL
265	47.22	157	0	9/20/2014 19:19:32	4620298	40.8462505,-73.932161 40.846951,-73.933641 40.8484204,-73.937041 40.8490306,-73.93994 40.8493804,-73.94181 40.8499005,-73.944651 40.8509,-73.950381 40.85139,-73.95283 40.85186,-73.95525 40.852771,-73.95957 40.85302,-73.96052 40.8531905,-73.96133 40.853280	axhxF~zfbMkCfHeHfTyBbQeAtJgBvPgExb@aBhN}AbNuD~Yq@|Da@`DQpCY|F	BBBBBBBBBBBBBB	PA-GWBridge	4620298	Manhattan	GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVE
295	65.87	68	0	9/20/2014 19:22:59	4616250	40.84064,-73.83831 40.83881,-73.83853 40.8346304,-73.83839 40.83261,-73.83804 40.83066,-73.837521 40.8280704,-73.83668 40.82495,-73.836211	_ugxFlptaMlJj@bY[rKeAdKgBdOgDnR}A	BBBBBBB	NYC_DOT_LIC	4616250	Bronx	HRP N LAFAYETTE AVENUE - E TREMONT AVENUE
298	13.05	187	0	9/20/2014 19:22:03	4456498	40.8251205,-73.83637 40.82442,-73.83629 40.82285,-73.836221 40.8214506,-73.836211 40.8189206,-73.83636 40.81526,-73.83669 40.81479,-73.83668	_tdxFhdtaMjCOxHMvGAxN\zU`A|AA	BBBBBBB	NYC_DOT_LIC	4456498	Bronx	HRP S Lafayette Ave - BWB S Toll Plaza
311	29.83	162	0	9/20/2014 19:21:26	4362342	40.72966,-73.87775 40.730165,-73.87643 40.7304,-73.87567 40.73241,-73.86913001 40.734285,-73.86321001 40.735045,-73.86054 40.73563,-73.85867 40.736584,-73.85531 40.736944,-73.85327001 40.737285,-73.85184001 	k_rwF|f|aMcBgGo@wCqK{g@uJ_d@wCuOuBuJ}D_TgAwKcA}G	BBBBBBBBBB	NYC_DOT_LIC	4362342	Queens	LIE E 84TH ST - 108TH ST
313	42.25	359	0	9/20/2014 19:23:00	4616365	40.74138001,-73.95405001  40.74127,-73.95222001  40.74159,-73.95025001  40.74159,-73.94962001  40.741155,-73.9471  40.7406,-73.94461  40.73986,-73.94275  40.73857,-73.93979  40.73819,-73.93865001  40.73796,-73.93762001  40.737646,-73.93531  40.736526,-73.	shtwFxckbMTmJ_AiK?}BvAwNlBsNrCqJ`GoQjAcFl@mE~@oM~Eqe@xBgSl@eD|@mDbBiEbByCjIoLjB_DbAgC`AsDbAgFnBqKdCwO~@kEbBwErHiN~AmDz@_CdAsDbAqGz@sOxAe\ZwJCwF]eEc@qCaAyDkB{EiEkIk@_BgAoE}@kIw@gS]_Em@kD{ByI	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616365	Queens	LIE E QMT TOLL PLAZA - 84TH ST
315	24.85	200	0	9/20/2014 19:23:00	4616364	40.73744001,-73.85188001  40.737015,-73.85373001  40.73673,-73.85543001  40.736526,-73.85631001  40.735335,-73.86033  40.73384,-73.86514001  40.732064,-73.87065001  40.731755,-73.87178  40.730294,-73.87656001  40.72977,-73.87796 	_pswFfewaMtApJv@rIh@nDlFbXhH`]bJla@|@`FbHz\fBvG	BBBBBBBBBB	NYC_DOT_LIC	4616364	Queens	LIE W 108TH ST - 84TH ST
316	24.23	637	0	9/20/2014 19:22:03	4456516	40.729785,-73.87792  40.72912,-73.87959001  40.728865,-73.88051  40.72867,-73.88221  40.72854,-73.88403001  40.7284,-73.88519001  40.72815001,-73.88641001  40.727815,-73.88738001  40.72762,-73.88781  40.72663,-73.88941001  40.726045,-73.89061001  40.72561	c`rwF~g|aMbClIr@vDd@rIXjJZfFp@rFbA`Ed@rAdE`ItBnFtA|Ff@~EJhCAnDoCrq@YjEcA`GsA`FcB~DsIdPmBnFmAfGsAfJoFfYkB~EeMlQoA~BgAfCu@|BaA`EuEh_@{AtQcAtIaAnN[dCgAfFqJfZcAdE}ArMoA~KIrABjDT~EHzM	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4456516	Queens	LIE W 84TH ST - QMT TOLL PLAZA
318	3.73	846	0	9/20/2014 19:20:25	4362249	40.7442206,-73.771661 40.7454306,-73.76907 40.745701,-73.76831 40.7465005,-73.7654 40.7476404,-73.76128 40.7480905,-73.76008 40.7488704,-73.75842 40.7492,-73.757551 40.74947,-73.75658 40.75032,-73.75319 40.7506906,-73.75108 40.7508404,-73.75023 40.75104,-	kztwFzogaMqFeOu@wC_DeQcFwXyAoF{CkIaAmDu@aEiDeTiAeL]iDg@mEqA{E_B_EeCgEgGsKiLmScIkNoH}N}AeEaAaEqC_KqAuDaCsE_EgHqByEaBiGw@kDi@wE	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC-DOT-Region 10	4362249	Queens	LIE WB LITTLE NECK PKWY - NB CIP
319	21.13	450	0	9/20/2014 19:20:25	4362251	40.7537504,-73.744391 40.75605,-73.740851 40.7576705,-73.738391 40.7591904,-73.735841 40.7596604,-73.734851 40.75999,-73.73388 40.7607206,-73.73196 40.76113,-73.731051 40.76178,-73.72999 40.76274,-73.72851 40.7633104,-73.727421 40.7638,-73.72609 40.76408,	}uvwFlebaMkMcUcIkNoH}N}AeEaAaEqC_KqAuDaCsE_EgHqByEaBiGw@kDi@wE	BBBBBBBBBBBBBB	NYC-DOT-Region 10	4362251	Queens	LIE WB LITTLE NECK PKWY - NB CVE
324	22.99	235	0	9/20/2014 19:19:32	4329473	40.7578106,-73.996801 40.7604506,-74.003221 40.762021,-74.00705 40.76621,-74.01712	iowwF~nsbMoObg@yH|VeY|}@	BBBB	PA -Lincoln Tunnel	4329473	Manhattan	LINCOLN TUNNEL E CENTER TUBE NJ - NY
325	18.02	294	0	9/20/2014 19:19:32	4329472	40.75829,-73.997531 40.7605,-74.0032 40.7620605,-74.007021 40.7662905,-74.01706	irwwFpssbMyLlb@wHzVmYv}@	BBBB	PA -Lincoln Tunnel	4329472	Manhattan	LINCOLN TUNNEL E SOUTH TUBE - NJ - NY
329	19.88	279	0	9/20/2014 19:19:32	4329508	40.75766,-73.99687 40.7604,-74.00328 40.76197,-74.0071 40.76615,-74.01717	knwwFlosbMcP`g@yHzVcY|}@	BBBB	PA -Lincoln Tunnel	4329508	Manhattan	LINCOLN TUNNEL W CENTER TUBE NY - NJ
