1876,1.5,40.83174,-73.93016,0,40.82412,-73.94857,0
2288,1.8,40.83631,-73.92932,0,40.82412,-73.94857,0
1563,1.3,40.824207,-73.928734,0,40.809593,-73.92322,0
536,0.4,40.81331,-73.92738,0,40.809593,-73.92322,0
1866,1.5,40.84209,-73.927,0,40.857388,-73.9097,0
216,0.2,40.809086,-73.92585,0,40.809593,-73.92322,0
2105,1.5,40.836746,-73.92544,0,40.831142,-73.90066,0
1341,1.1,40.847393,-73.923706,0,40.857388,-73.9097,0
1741,1.4,40.84045,-73.9235,0,40.857388,-73.9097,0
1419,1.2,40.824085,-73.92345,0,40.811623,-73.91768,0
1838,1.6,40.88272,-73.922714,0,40.87356,-73.90865,0
1221,1,40.82225,-73.92267,0,40.811623,-73.91768,0
2110,1.8,40.83048,-73.92252,0,40.811623,-73.91768,0
1176,0.9,40.851772,-73.92218,0,40.857388,-73.9097,0
703,0.6,40.81739,-73.92165,0,40.811623,-73.91768,0
156,0.1,40.809723,-73.921425,0,40.809593,-73.92322,0
336,0.3,40.807003,-73.920876,0,40.809593,-73.92322,0
1817,1.5,40.828636,-73.920815,0,40.811623,-73.91768,0
1493,1.2,40.842976,-73.920364,0,40.857388,-73.9097,0
1537,1.2,40.835205,-73.919975,0,40.831142,-73.90066,0
1227,1,40.84551,-73.91978,0,40.857388,-73.9097,0
1735,1.4,40.839645,-73.91961,0,40.857388,-73.9097,0
904,0.8,40.851353,-73.91946,0,40.857388,-73.9097,0
236,0.2,40.811386,-73.91941,0,40.811623,-73.91768,0
981,0.7,40.855312,-73.918785,0,40.857388,-73.9097,0
1697,1.4,40.82791,-73.918755,0,40.811623,-73.91768,0
900,0.8,40.849438,-73.918236,0,40.857388,-73.9097,0
792,0.7,40.819504,-73.918175,0,40.811623,-73.91768,0
1466,1.2,40.832264,-73.91814,0,40.831142,-73.90066,0
1519,1.1,40.838272,-73.91814,0,40.831142,-73.90066,0
1626,1.4,40.88328,-73.917915,0,40.87356,-73.90865,0
233,0.2,40.81362,-73.91704,0,40.811623,-73.91768,0
920,0.8,40.84806,-73.91669,0,40.857388,-73.9097,0
1469,1.2,40.826298,-73.91652,0,40.811623,-73.91768,0
727,0.6,40.80505,-73.91633,0,40.811623,-73.91768,0
1377,1.1,40.831608,-73.916115,0,40.831142,-73.90066,0
1411,1.1,40.83768,-73.91608,0,40.831142,-73.90066,0
1258,1,40.879284,-73.91584,0,40.87356,-73.90865,0
1021,0.9,40.821865,-73.91576,0,40.811623,-73.91768,0
624,0.5,40.852886,-73.915504,0,40.857388,-73.9097,0
1233,1,40.834835,-73.915184,0,40.831142,-73.90066,0
1299,1,40.898678,-73.91518,0,40.90309,-73.90458,0
1627,1.3,40.84054,-73.91509,0,40.831142,-73.90066,0
1573,1.3,40.843067,-73.91504,0,40.857388,-73.9097,0
451,0.3,40.860195,-73.91444,0,40.857388,-73.9097,0
634,0.6,40.80644,-73.913734,0,40.811623,-73.91768,0
1083,0.8,40.830822,-73.91365,0,40.831142,-73.90066,0
399,0.3,40.855103,-73.91356,0,40.857388,-73.9097,0
1208,1,40.837013,-73.9135,0,40.831142,-73.90066,0
1039,0.8,40.848194,-73.91327,0,40.857388,-73.9097,0
1464,1.2,40.844475,-73.91324,0,40.857388,-73.9097,0
265,0.2,40.857437,-73.91314,0,40.857388,-73.9097,0
646,0.5,40.818222,-73.912834,0,40.811623,-73.91768,0
1167,1,40.823765,-73.91229,0,40.811623,-73.91768,0
454,0.4,40.811443,-73.912186,0,40.811623,-73.91768,0
1049,0.8,40.827747,-73.91213,0,40.831142,-73.90066,0
566,0.5,40.808224,-73.91193,0,40.811623,-73.91768,0
1218,1.1,40.885,-73.91178,0,40.87356,-73.90865,0
529,0.4,40.852432,-73.91153,0,40.857388,-73.9097,0
905,0.7,40.833195,-73.91118,0,40.831142,-73.90066,0
1215,0.9,40.84681,-73.91105,0,40.857388,-73.9097,0
1439,1.1,40.840122,-73.91097,0,40.831142,-73.90066,0
1021,0.9,40.893196,-73.91059,0,40.90309,-73.90458,0
1529,1.2,40.84402,-73.9105,0,40.857388,-73.9097,0
961,0.7,40.836178,-73.909546,0,40.831142,-73.90066,0
804,0.6,40.86504,-73.9095,0,40.857388,-73.9097,0
707,0.6,40.814674,-73.909386,0,40.811623,-73.91768,0
1433,1.2,40.801,-73.90937,0,40.811623,-73.91768,0
298,0.3,40.86054,-73.90896,0,40.857388,-73.9097,0
954,0.7,40.849552,-73.908714,0,40.857388,-73.9097,0
753,0.6,40.810966,-73.90867,0,40.811623,-73.91768,0
954,0.8,40.81878,-73.90862,0,40.811623,-73.91768,0
1127,1,40.8849,-73.90856,0,40.87356,-73.90865,0
167,0.1,40.856525,-73.90773,0,40.857388,-73.9097,0
1312,1,40.84037,-73.90751,0,40.831142,-73.90066,0
689,0.5,40.826706,-73.90747,0,40.831142,-73.90066,0
590,0.5,40.879555,-73.90729,0,40.87356,-73.90865,0
1185,1,40.843784,-73.90721,0,40.847996,-73.894394,0
1332,1,40.846107,-73.90717,0,40.857388,-73.9097,0
565,0.4,40.831512,-73.90703,0,40.831142,-73.90066,0
667,0.5,40.85315,-73.90618,0,40.857388,-73.9097,0
859,0.8,40.86665,-73.90588,0,40.87356,-73.90865,0
977,0.8,40.809875,-73.90569,0,40.811623,-73.91768,0
573,0.4,40.834225,-73.90533,0,40.831142,-73.90066,0
1036,0.9,40.815792,-73.90487,0,40.811623,-73.91768,0
881,0.7,40.848206,-73.90467,0,40.847996,-73.894394,0
951,0.8,40.882713,-73.904655,0,40.87356,-73.90865,0
805,0.6,40.852192,-73.90453,0,40.857388,-73.9097,0
555,0.5,40.86101,-73.90453,0,40.857388,-73.9097,0
898,0.8,40.864788,-73.904434,0,40.857388,-73.9097,0
1062,0.9,40.819733,-73.90443,0,40.831142,-73.90066,0
774,0.6,40.836536,-73.90439,0,40.831142,-73.90066,0
816,0.7,40.822823,-73.90349,0,40.831142,-73.90066,0
966,0.7,40.851334,-73.90344,0,40.857388,-73.9097,0
438,0.3,40.87393,-73.90328,0,40.87356,-73.90865,0
635,0.5,40.85889,-73.90288,0,40.857388,-73.9097,0
866,0.7,40.83779,-73.902725,0,40.831142,-73.90066,0
1308,1.1,40.886417,-73.90259,0,40.87356,-73.90865,0
793,0.6,40.846146,-73.9025,0,40.847996,-73.894394,0
901,0.7,40.880924,-73.90231,0,40.87356,-73.90865,0
1102,0.9,40.84049,-73.90221,0,40.831142,-73.90066,0
403,0.3,40.827133,-73.9021,0,40.831142,-73.90066,0
648,0.5,40.856266,-73.90191,0,40.857388,-73.9097,0
972,0.8,40.81368,-73.90184,0,40.82094,-73.8909,0
210,0.2,40.832615,-73.90148,0,40.831142,-73.90066,0
692,0.6,40.878403,-73.901405,0,40.87356,-73.90865,0
688,0.6,40.869343,-73.90119,0,40.87356,-73.90865,0
950,0.8,40.866188,-73.900246,0,40.87356,-73.90865,0
706,0.6,40.843052,-73.900215,0,40.847996,-73.894394,0
815,0.6,40.87226,-73.90013,0,40.87356,-73.90865,0
887,0.7,40.860043,-73.899574,0,40.857388,-73.9097,0
752,0.6,40.816277,-73.899086,0,40.82094,-73.8909,0
650,0.5,40.822628,-73.898735,0,40.82094,-73.8909,0
221,0.2,40.83109,-73.898476,0,40.831142,-73.90066,0
625,0.5,40.825954,-73.89788,0,40.831142,-73.90066,0
1124,0.9,40.860657,-73.897316,0,40.857388,-73.9097,0
518,0.4,40.81967,-73.897285,0,40.82094,-73.8909,0
1141,1,40.882484,-73.897224,0,40.87356,-73.90865,0
893,0.7,40.838573,-73.895004,0,40.831142,-73.90066,0
570,0.4,40.833447,-73.894135,0,40.831142,-73.90066,0
331,0.2,40.818565,-73.89392,0,40.82094,-73.8909,0
312,0.2,40.82237,-73.893555,0,40.82094,-73.8909,0
606,0.5,40.828648,-73.89352,0,40.831142,-73.90066,0
425,0.4,40.825638,-73.89233,0,40.82094,-73.8909,0
1137,0.8,40.88381,-73.89068,0,40.879784,-73.87902,0
917,0.7,40.835594,-73.88997,0,40.831142,-73.90066,0
253,0.2,40.82329,-73.889595,0,40.82094,-73.8909,0
675,0.6,40.828278,-73.88888,0,40.82094,-73.8909,0
540,0.5,40.826015,-73.887924,0,40.82094,-73.8909,0
432,0.3,40.820087,-73.88655,0,40.82094,-73.8909,0
930,0.8,40.83019,-73.8862,0,40.82094,-73.8909,0
1534,1.2,40.805683,-73.885605,0,40.82094,-73.8909,0
1206,1,40.83298,-73.88545,0,40.82094,-73.8909,0
1466,1.2,40.83688,-73.88501,0,40.847996,-73.894394,0
867,0.7,40.82564,-73.88244,0,40.82094,-73.8909,0
1287,1,40.829887,-73.87978,0,40.82094,-73.8909,0
1480,1.2,40.83261,-73.879074,0,40.82094,-73.8909,0
1178,1,40.827362,-73.87843,0,40.82094,-73.8909,0
961,0.8,40.822517,-73.878235,0,40.82094,-73.8909,0
1533,1.2,40.837704,-73.878044,0,40.847996,-73.894394,0
992,0.8,40.824997,-73.87785,0,40.82094,-73.8909,0
1750,1.4,40.833282,-73.87545,0,40.82094,-73.8909,0
2152,1.7,40.80736,-73.87481,0,40.82094,-73.8909,0
1405,1.1,40.827003,-73.87432,0,40.82094,-73.8909,0
1745,1.4,40.843468,-73.87233,0,40.847996,-73.894394,0
1882,1.5,40.832966,-73.87217,0,40.82094,-73.8909,0
1839,1.5,40.815754,-73.87111,0,40.82094,-73.8909,0
1749,1.4,40.82896,-73.870514,0,40.82094,-73.8909,0
