CensusTract,State,County,LAT,LON,Urban,Rural,housing units,total pop,pop 1 mile low access
36047048900,NY,Kings,40.6404769,-73.9762086,1,0,1408,4039,0
36047049000,NY,Kings,40.7029213,-73.9392589,1,0,2197,5899,0
36047049100,NY,Kings,40.6381165,-73.9730214,1,0,2567,6418,0
36047049200,NY,Kings,40.7035729,-73.9440999,1,0,1107,3495,0
36047049300,NY,Kings,40.640907,-73.9702046,1,0,2978,7625,0
36047049400,NY,Kings,40.7078076,-73.9413538,1,0,1964,5308,0
36047049500,NY,Kings,40.6429642,-73.9738207,1,0,1166,2603,0
36047049600,NY,Kings,40.7123628,-73.9433572,1,0,1413,4513,0
36047049700,NY,Kings,40.643687,-73.9804383,1,0,1355,2645,0
36047049800,NY,Kings,40.7162254,-73.9446004,1,0,1593,4232,0
36047049900,NY,Kings,40.6454295,-73.9826813,1,0,827,1753,0
36047050000,NY,Kings,40.7209167,-73.9468849,1,0,1507,3474,0
36047050100,NY,Kings,40.6482579,-73.9774537,1,0,1369,2786,0
36047050202,NY,Kings,40.7157329,-73.9489472,1,0,1046,2201,0
36047050300,NY,Kings,40.6534936,-73.9753253,1,0,1194,2582,0
36047050400,NY,Kings,40.7122018,-73.9474623,1,0,1947,4527,0
36047050500,NY,Kings,40.6487119,-73.9735497,1,0,1729,4163,0
36047050600,NY,Kings,40.708052,-73.9449451,1,0,1881,6016,0
36047050700,NY,Kings,40.6489784,-73.9668581,1,0,489,2288,0
36047050801,NY,Kings,40.701408,-73.9470118,1,0,1344,4080,0
36047050803,NY,Kings,40.6512352,-73.9607363,1,0,909,2464,0
36047050804,NY,Kings,40.6539088,-73.9606234,1,0,2324,6250,0
36047050900,NY,Kings,40.652835,-73.963573,1,0,661,3694,0
36047051001,NY,Kings,40.7032772,-73.9505645,1,0,1351,3926,0
36047051002,NY,Kings,40.6461218,-73.9597677,1,0,1741,4725,0
36047051100,NY,Kings,40.6487514,-73.9603672,1,0,1646,3933,0
36047051200,NY,Kings,40.7075596,-73.9485791,1,0,2328,6398,0
36047051300,NY,Kings,40.6465525,-73.9633611,1,0,1847,4332,0
36047051400,NY,Kings,40.7117883,-73.9521808,1,0,2610,7366,0
36047051500,NY,Kings,40.6427917,-73.9614284,1,0,700,1372,0
36047051601,NY,Kings,40.7191334,-73.9505274,1,0,1857,5732,0
36047051602,NY,Kings,40.6386247,-73.9567096,1,0,1324,4028,0
36047051700,NY,Kings,40.6416145,-73.9581438,1,0,955,1735,0
36047051800,NY,Kings,40.7206502,-73.9545002,1,0,1335,3415,0
36047051900,NY,Kings,40.6379909,-73.9607951,1,0,1750,3564,0
36047052000,NY,Kings,40.71572,-73.9551691,1,0,1374,4228,0
36047052300,NY,Kings,40.6374454,-73.9641875,1,0,2165,5469,0
36047052500,NY,Kings,40.7116894,-73.9588115,1,0,1216,3499,0
36047052600,NY,Kings,40.708897,-73.9599897,1,0,1691,4357,0
36047052700,NY,Kings,40.6364701,-73.9666777,1,0,2344,6629,0
36047052800,NY,Kings,40.7084053,-73.9537053,1,0,641,1818,0
36047052900,NY,Kings,40.6308472,-73.9626086,1,0,1001,3979,0
36047053000,NY,Kings,40.7058714,-73.954506,1,0,1124,3465,0
36047053100,NY,Kings,40.6273634,-73.9637344,1,0,1397,7027,0
36047053200,NY,Kings,40.7007299,-73.9541749,1,0,936,2579,0
36047053300,NY,Kings,40.6262195,-73.9602546,1,0,1755,6566,0
36047053400,NY,Kings,40.7037756,-73.9573649,1,0,1303,4383,0
36047053500,NY,Kings,40.6225826,-73.9628302,1,0,1124,4348,0
36047053700,NY,Kings,40.7061428,-73.9612325,1,0,683,3575,0
36047053800,NY,Kings,40.7002982,-73.9599545,1,0,2002,4473,0
36047053900,NY,Kings,40.6181982,-73.956835,1,0,811,2756,0
36047054200,NY,Kings,40.7026477,-73.9625587,1,0,1569,4450,0
36047054300,NY,Kings,40.6128027,-73.960979,1,0,179,327,0
36047054400,NY,Kings,40.7000615,-73.9714263,1,0,1263,3406,0
36047054500,NY,Kings,40.6132196,-73.9571904,1,0,2342,8008,0
36047054600,NY,Kings,40.7052376,-73.965286,1,0,1901,4346,0
36047054700,NY,Kings,40.6131411,-73.9531239,1,0,1504,5245,0
36047054800,NY,Kings,40.7085181,-73.9665621,1,0,699,1989,0
36047054900,NY,Kings,40.6092526,-73.9483771,1,0,1145,3122,0
36047055000,NY,Kings,40.7111716,-73.9657308,1,0,1423,3551,0
36047055100,NY,Kings,40.6087339,-73.9523174,1,0,2030,4597,0
36047055200,NY,Kings,40.7139593,-73.9644095,1,0,1441,3498,0
36047055300,NY,Kings,40.6083096,-73.9562588,1,0,1297,2596,0
36047055400,NY,Kings,40.7164576,-73.9592358,1,0,1702,4216,0
36047055500,NY,Kings,40.6078701,-73.9600716,1,0,905,1959,0
36047055600,NY,Kings,40.7180847,-73.9632609,1,0,1349,3712,0
36047055700,NY,Kings,40.6031609,-73.9594057,1,0,865,1655,0
36047055800,NY,Kings,40.7219984,-73.9593366,1,0,916,2390,0
36047056000,NY,Kings,40.6036536,-73.9553779,1,0,1446,3493,0
36047056100,NY,Kings,40.6040855,-73.9514358,1,0,1510,3295,0
36047056200,NY,Kings,40.7261911,-73.9569235,1,0,509,1654,0
36047056300,NY,Kings,40.6045181,-73.9475034,1,0,2006,4360,0
36047056400,NY,Kings,40.7351198,-73.9592518,1,0,981,2451,0
36047056500,NY,Kings,40.6069158,-73.9433735,1,0,1591,3255,0
36047056600,NY,Kings,40.7301815,-73.9579645,1,0,998,2419,0
36047056800,NY,Kings,40.6028525,-73.9414035,1,0,506,1314,0
36047056900,NY,Kings,40.6026717,-73.9378185,1,0,778,1630,0
36047057000,NY,Kings,40.7237658,-73.952362,1,0,1423,3384,0
36047057100,NY,Kings,40.5992668,-73.9368826,1,0,2113,4400,0
36047057200,NY,Kings,40.7247836,-73.9476187,1,0,2190,5443,0
36047057300,NY,Kings,40.5963688,-73.9382159,1,0,1189,2608,0
36047057400,NY,Kings,40.7280486,-73.9488298,1,0,904,2657,0
36047057500,NY,Kings,40.6011498,-73.9443385,1,0,1970,4249,0
36047057600,NY,Kings,40.7321132,-73.9531903,1,0,976,2918,0
36047057800,NY,Kings,40.5998731,-73.947571,1,0,1077,3176,0
36047057900,NY,Kings,40.5994398,-73.9515127,1,0,467,1117,0
36047058000,NY,Kings,40.7346532,-73.9489587,1,0,1219,3365,0
36047058200,NY,Kings,40.5990068,-73.9554539,1,0,1009,2967,0
36047058400,NY,Kings,40.5985399,-73.9592618,1,0,1460,3620,0
36047058600,NY,Kings,40.5940748,-73.9586719,1,0,800,2519,0
36047058800,NY,Kings,40.5945637,-73.9546137,1,0,1388,3245,0
36047058900,NY,Kings,40.5896218,-73.958548,1,0,813,1904,0
36047059000,NY,Kings,40.7300502,-73.9405495,1,0,631,1899,0
36047059100,NY,Kings,40.5899885,-73.9546862,1,0,1833,3920,0
36047059200,NY,Kings,40.723553,-73.9429265,1,0,1622,3870,0
36047059300,NY,Kings,40.5923379,-73.9514508,1,0,904,2228,0
36047059401,NY,Kings,40.7259943,-73.9383344,1,0,2977,7628,0
36047059402,NY,Kings,40.5930119,-73.9476257,1,0,1928,4551,0
36047059600,NY,Kings,40.5946146,-73.9430181,1,0,1118,2306,0
36047059800,NY,Kings,40.5910968,-73.9400566,1,0,1355,3427,0
36047060000,NY,Kings,40.5878962,-73.9362265,1,0,2649,6067,0
36047060600,NY,Kings,40.5870743,-73.9456922,1,0,1130,2555,0
36047060800,NY,Kings,40.5864511,-73.9561684,1,0,1668,3574,0
36047061002,NY,Kings,40.5839493,-73.9490961,1,0,2142,4508,0
36047061003,NY,Kings,40.5748504,-73.9563566,1,0,590,1984,0
36047061004,NY,Kings,40.5814205,-73.9587054,1,0,3227,6447,0
36047061200,NY,Kings,40.5798725,-73.9557672,1,0,410,1076,0
36047061600,NY,Kings,40.5808755,-73.9493716,1,0,503,1656,19.22672272
36047062000,NY,Kings,40.5766902,-73.9426554,1,0,688,1850,0
36047062200,NY,Kings,40.5788518,-73.9460579,1,0,1460,3252,0
36047062600,NY,Kings,40.584995,-73.9355821,1,0,1088,2788,0
36047062800,NY,Kings,40.5923335,-73.9344391,1,0,1918,5226,373.221286
36047063200,NY,Kings,40.589588,-73.9273296,1,0,678,1447,0
36047063600,NY,Kings,40.5997604,-73.9315683,1,0,464,1236,0
36047063800,NY,Kings,40.6099355,-73.9361433,1,0,608,1524,0
36047064000,NY,Kings,40.608074,-73.9403,1,0,524,1599,0
36047064200,NY,Kings,40.6109971,-73.9402463,1,0,936,2518,0
36047064400,NY,Kings,40.6121974,-73.9463939,1,0,802,2528,0
36047064600,NY,Kings,40.6137965,-73.9424791,1,0,670,2189,0
36047064800,NY,Kings,40.6159147,-73.9395351,1,0,619,1945,0
36047065000,NY,Kings,40.6176898,-73.9364602,1,0,490,1389,0
36047065200,NY,Kings,40.6199785,-73.9336466,1,0,442,1232,0
36047065400,NY,Kings,40.614762,-73.9300726,1,0,561,1607,0
36047065600,NY,Kings,40.6129487,-73.9318078,1,0,610,1708,0
36047065800,NY,Kings,40.6130109,-73.9349822,1,0,696,1762,0
36047066000,NY,Kings,40.6080828,-73.9312005,1,0,662,1773,0
36047066200,NY,Kings,40.6090466,-73.92808,1,0,541,1411,0
36047066600,NY,Kings,40.6093052,-73.924372,0,1,0,0,0
36047067000,NY,Kings,40.5850613,-73.9184685,1,0,972,2680,0
36047067200,NY,Kings,40.6127246,-73.9227642,1,0,432,1422,0
36047067400,NY,Kings,40.618747,-73.9278042,1,0,596,1964,0
36047067600,NY,Kings,40.6198305,-73.9302723,1,0,561,1657,0
36047067800,NY,Kings,40.624995,-73.9272011,1,0,910,2660,0
36047068000,NY,Kings,40.6261489,-73.922779,1,0,554,1809,0
36047068200,NY,Kings,40.6213764,-73.9251879,1,0,807,2432,0
36047068600,NY,Kings,40.6166469,-73.9241304,1,0,668,1533,0
36047068800,NY,Kings,40.6148226,-73.9172817,1,0,583,1614,0
36047069000,NY,Kings,40.6172158,-73.9191004,1,0,597,1791,0
36047069200,NY,Kings,40.6199654,-73.9206701,1,0,796,2392,0
36047069601,NY,Kings,40.6236755,-73.9200888,1,0,1488,3780,0
36047069602,NY,Kings,40.6271699,-73.9153676,1,0,2167,5995,0
36047069800,NY,Kings,40.6228458,-73.9088401,1,0,481,1277,0
36047070000,NY,Kings,40.6111895,-73.9172125,1,0,660,1703,0
36047070201,NY,Kings,40.6200459,-73.9067408,1,0,2427,6573,0
36047070202,NY,Kings,40.6089645,-73.9081434,0,1,13,37,21.19077357
36047070203,NY,Kings,40.5913868,-73.8901359,0,1,0,0,0
36047070600,NY,Kings,40.6091314,-73.8658406,1,0,1023,2700,0
36047072000,NY,Kings,40.6125404,-73.8942552,1,0,656,2167,0
36047072200,NY,Kings,40.6288502,-73.9200468,1,0,933,2655,0
36047072400,NY,Kings,40.6319999,-73.9243887,1,0,636,1755,0
36047072600,NY,Kings,40.6341061,-73.9270557,1,0,676,2093,0
36047072800,NY,Kings,40.6324139,-73.9338762,1,0,1324,3193,0
36047073000,NY,Kings,40.6294856,-73.9270042,1,0,651,1979,0
36047073200,NY,Kings,40.6262017,-73.9298437,1,0,711,2096,0
36047073400,NY,Kings,40.627928,-73.9336058,1,0,555,1889,0
36047073600,NY,Kings,40.6278153,-73.9374778,1,0,1163,3368,0
36047073800,NY,Kings,40.6240389,-73.9357949,1,0,1069,3225,0
36047074000,NY,Kings,40.6224096,-73.9390772,1,0,1057,3531,0
36047074200,NY,Kings,40.6273942,-73.9412567,1,0,939,3292,0
36047074400,NY,Kings,40.6269944,-73.9449753,1,0,610,2492,0
36047074600,NY,Kings,40.6223172,-73.9431063,1,0,611,2003,0
36047074800,NY,Kings,40.6186018,-73.942642,1,0,653,2012,0
36047075000,NY,Kings,40.6218931,-73.9468957,1,0,924,3029,0
36047075200,NY,Kings,40.6265678,-73.948766,1,0,317,1130,0
36047075400,NY,Kings,40.6261531,-73.9525462,1,0,422,1488,0
36047075600,NY,Kings,40.6214738,-73.9507115,1,0,655,1993,0
36047075800,NY,Kings,40.6168562,-73.9479894,1,0,651,1816,0
36047076000,NY,Kings,40.6164751,-73.9519619,1,0,1064,2776,0
36047076200,NY,Kings,40.6213569,-73.9547885,1,0,1575,4235,0
36047076400,NY,Kings,40.6257185,-73.9564859,1,0,1257,3487,0
36047076600,NY,Kings,40.6319262,-73.9586448,1,0,704,2061,0
36047076800,NY,Kings,40.6331871,-73.956842,1,0,1141,3407,0
36047077000,NY,Kings,40.6188042,-73.9608017,1,0,997,2722,0
36047077200,NY,Kings,40.6361362,-73.9538295,1,0,1164,3394,0
36047077400,NY,Kings,40.6316094,-73.953177,1,0,1077,2881,0
36047077600,NY,Kings,40.63168,-73.947607,1,0,1589,3806,0
36047078000,NY,Kings,40.6309255,-73.9411361,1,0,625,2092,0
36047078200,NY,Kings,40.6344979,-73.9391486,1,0,1433,3864,0
36047078400,NY,Kings,40.6378537,-73.9414429,1,0,756,2348,0
36047078600,NY,Kings,40.6342624,-73.9429558,1,0,1689,4256,0
36047078800,NY,Kings,40.634414,-73.9470626,1,0,1154,3422,0
36047079000,NY,Kings,40.6374655,-73.9488367,1,0,1839,5094,0
36047079200,NY,Kings,40.6409778,-73.9536967,1,0,1429,4372,0
36047079400,NY,Kings,40.6447642,-73.9549107,1,0,629,1864,0
36047079601,NY,Kings,40.6486053,-73.955286,1,0,1797,4413,0
36047079602,NY,Kings,40.6565964,-73.9582723,1,0,1811,4814,0
36047079801,NY,Kings,40.6527602,-73.9576551,1,0,1308,3037,0
36047079802,NY,Kings,40.6600109,-73.9587186,1,0,2330,5451,0
36047080000,NY,Kings,40.6579907,-73.9613712,1,0,1325,3487,0
36047080200,NY,Kings,40.660686,-73.9537667,1,0,1658,4304,0
36047080400,NY,Kings,40.6576399,-73.9534407,1,0,1251,3250,0
36047080600,NY,Kings,40.6589744,-73.9489902,1,0,1121,3386,0
36047080800,NY,Kings,40.6616591,-73.9438615,1,0,166,1197,0
36047081000,NY,Kings,40.6573033,-73.9394864,1,0,912,2300,0
36047081400,NY,Kings,40.6591131,-73.9445488,1,0,933,2635,0
36047081600,NY,Kings,40.6536407,-73.940238,1,0,925,2791,0
36047081800,NY,Kings,40.6535296,-73.9442053,1,0,1693,4551,0
36047082000,NY,Kings,40.6530923,-73.9479752,1,0,1906,5281,0
36047082200,NY,Kings,40.653453,-73.9513097,1,0,2738,7280,0
36047082400,NY,Kings,40.6532888,-73.9544282,1,0,1640,4730,0
36047082600,NY,Kings,40.6488473,-73.949358,1,0,1929,5513,0
36047082800,NY,Kings,40.6450647,-73.9489732,1,0,1329,3814,0
36047083000,NY,Kings,40.6409911,-73.9496047,1,0,2126,5997,0
36047083200,NY,Kings,40.640887,-73.9455028,1,0,719,2289,0
36047083400,NY,Kings,40.641524,-73.9416243,1,0,544,1701,0
36047083600,NY,Kings,40.6415499,-73.9384751,1,0,686,1929,0
36047083800,NY,Kings,40.6371028,-73.9351273,1,0,703,2189,0
36047084000,NY,Kings,40.6417561,-73.935135,1,0,757,2412,0
36047084600,NY,Kings,40.6419943,-73.931292,1,0,668,1963,0
36047084800,NY,Kings,40.642285,-73.9274549,1,0,534,1750,0
36047085000,NY,Kings,40.646427,-73.9278611,1,0,431,1374,0
36047085200,NY,Kings,40.6457434,-73.932316,1,0,9,29,0
36047085400,NY,Kings,40.6470029,-73.9382411,1,0,668,2052,0
36047085600,NY,Kings,40.6443465,-73.943876,1,0,1362,3608,0
36047085800,NY,Kings,40.6486244,-73.9448276,1,0,812,2434,0
36047086000,NY,Kings,40.6502075,-73.9390272,1,0,1192,3426,0
36047086200,NY,Kings,40.6499956,-73.9329233,1,0,1071,2996,0
36047086400,NY,Kings,40.6502164,-73.9282257,1,0,723,2231,0
36047086600,NY,Kings,40.6543372,-73.9238222,1,0,1189,3149,0
36047086800,NY,Kings,40.656375,-73.9267616,1,0,1134,3156,0
36047087000,NY,Kings,40.6543124,-73.9297309,1,0,1154,3204,0
36047087200,NY,Kings,40.6541803,-73.9334039,1,0,1031,2868,0
36047087401,NY,Kings,40.6536754,-73.9366498,1,0,1346,3142,0
36047087600,NY,Kings,40.6604744,-73.9384588,1,0,594,1742,0
36047087800,NY,Kings,40.6606478,-73.9357059,1,0,960,3006,0
36047088000,NY,Kings,40.6588465,-73.9310338,1,0,1118,2863,0
36047088200,NY,Kings,40.6615193,-73.9310226,1,0,2529,6740,0
36047088400,NY,Kings,40.6604945,-73.9259818,1,0,1951,5236,0
36047088600,NY,Kings,40.6622281,-73.9245506,1,0,1745,4427,0
36047088800,NY,Kings,40.657488,-73.9206765,1,0,1450,3923,0
36047089000,NY,Kings,40.6539393,-73.9180628,1,0,2250,6319,0
36047089200,NY,Kings,40.6569877,-73.9154892,1,0,1449,3651,0
36047089400,NY,Kings,40.6632809,-73.9219219,1,0,1142,3430,0
36047089600,NY,Kings,40.6615039,-73.9164852,1,0,1357,3546,0
36047089800,NY,Kings,40.6580074,-73.9124095,1,0,677,2089,0
36047090000,NY,Kings,40.6627861,-73.9137077,1,0,1900,5508,0
36047090200,NY,Kings,40.6662517,-73.9198136,1,0,943,3451,0
36047090600,NY,Kings,40.6675531,-73.9150074,1,0,1551,4581,0
36047090800,NY,Kings,40.6701302,-73.9088595,1,0,1256,3990,0
36047091000,NY,Kings,40.6713225,-73.9047719,1,0,2240,5610,0
36047091200,NY,Kings,40.6657515,-73.9034065,1,0,2315,6814,0
36047091600,NY,Kings,40.665129,-73.9076346,1,0,1470,4325,0
36047091800,NY,Kings,40.6591038,-73.9091012,1,0,990,2804,0
36047092000,NY,Kings,40.6616527,-73.9045855,1,0,1040,3154,0
36047092200,NY,Kings,40.6585694,-73.9030203,1,0,1191,2691,0
36047092400,NY,Kings,40.6552353,-73.9063728,1,0,839,2656,0
36047092800,NY,Kings,40.6669331,-73.9114794,1,0,1028,2656,0
36047093000,NY,Kings,40.65248,-73.9117734,1,0,960,2547,0
36047093200,NY,Kings,40.649929,-73.9154075,1,0,400,1142,0
36047093400,NY,Kings,40.6375696,-73.9295165,1,0,948,2401,0
36047093600,NY,Kings,40.6489251,-73.9190149,1,0,581,1628,0
36047093800,NY,Kings,40.6487962,-73.9215837,1,0,867,2374,0
36047094401,NY,Kings,40.6504469,-73.9245581,1,0,1145,3202,0
36047094402,NY,Kings,40.6387394,-73.9229746,1,0,1180,2886,0
36047094600,NY,Kings,40.6350817,-73.9207804,1,0,679,1830,0
36047095000,NY,Kings,40.6446169,-73.9232797,1,0,947,2906,0
36047095400,NY,Kings,40.6362487,-73.9171451,1,0,1506,4607,0
36047095600,NY,Kings,40.6389669,-73.9146325,1,0,1288,4042,0
36047095800,NY,Kings,40.6355741,-73.9109186,1,0,1130,3456,0
36047096000,NY,Kings,40.6408221,-73.9116859,1,0,0,0,0
36047096200,NY,Kings,40.6459276,-73.9147647,1,0,531,1717,0
36047096400,NY,Kings,40.6450236,-73.9105137,1,0,771,2361,0
36047096600,NY,Kings,40.6419501,-73.9072687,1,0,711,2164,0
36047096800,NY,Kings,40.6406399,-73.903142,1,0,428,1471,0
36047097000,NY,Kings,40.6441418,-73.9038769,1,0,730,2105,0
36047097400,NY,Kings,40.64726,-73.907353,1,0,712,2724,0
36047098200,NY,Kings,40.6469841,-73.8997658,1,0,1589,4305,0
36047098400,NY,Kings,40.6509988,-73.8943666,1,0,653,1978,0
36047098600,NY,Kings,40.6465779,-73.8917896,1,0,986,2862,0
36047098800,NY,Kings,40.6449365,-73.8943196,1,0,1038,3054,0
36047099000,NY,Kings,40.6430019,-73.8973153,1,0,454,1422,0
36047099200,NY,Kings,40.6393703,-73.898562,1,0,607,1833,0
36047099400,NY,Kings,40.6374035,-73.9012845,1,0,613,1978,0
36047099600,NY,Kings,40.6357597,-73.9043993,1,0,1127,3631,0
36047099800,NY,Kings,40.6334438,-73.9077878,1,0,1296,3784,0
36047100400,NY,Kings,40.6295432,-73.9094498,1,0,936,2567,0
36047100600,NY,Kings,40.6306493,-73.9038,1,0,842,2489,0
36047100800,NY,Kings,40.6322533,-73.9008897,1,0,670,2124,0
36047101000,NY,Kings,40.6341331,-73.8980664,1,0,738,2318,0
36047101200,NY,Kings,40.6360282,-73.894972,1,0,699,1932,0
36047101400,NY,Kings,40.6397265,-73.8936677,1,0,790,2160,0
36047101600,NY,Kings,40.6416626,-73.8906734,1,0,473,1464,0
36047101800,NY,Kings,40.643303,-73.8881409,1,0,766,1851,0
36047102000,NY,Kings,40.643853,-73.8867595,1,0,611,1922,0
36047102200,NY,Kings,40.6383785,-73.8870181,1,0,731,2075,0
36047102400,NY,Kings,40.6364413,-73.8900106,1,0,640,2123,0
36047102600,NY,Kings,40.6329284,-73.8932756,1,0,892,2771,0
36047102800,NY,Kings,40.6296068,-73.8984805,1,0,502,1579,0
36047103400,NY,Kings,40.6271511,-73.8949624,1,0,1570,3918,0
36047105801,NY,Kings,40.6333888,-73.8805458,1,0,3223,6928,0
36047105804,NY,Kings,40.649262,-73.8806341,1,0,3035,6426,0
36047107000,NY,Kings,40.645084,-73.8812223,1,0,129,322,0
36047107800,NY,Kings,40.6487051,-73.8640437,1,0,1700,3849,0
36047109800,NY,Kings,40.6588417,-73.875959,1,0,552,1917,0
36047110400,NY,Kings,40.6526645,-73.9016511,1,0,1641,4358,0
36047110600,NY,Kings,40.6574132,-73.8887708,1,0,1549,4311,0
36047111000,NY,Kings,40.6573142,-73.8842981,1,0,1391,3216,0
36047111600,NY,Kings,40.6605446,-73.8813458,1,0,1000,3484,0
36047111800,NY,Kings,40.6638632,-73.8756882,1,0,995,3053,0
36047112000,NY,Kings,40.6687567,-73.876018,1,0,1088,3155,0
36047112200,NY,Kings,40.6666275,-73.8805197,1,0,1076,3371,0
36047112400,NY,Kings,40.6637279,-73.8859223,1,0,1081,3416,0
36047112600,NY,Kings,40.6660037,-73.8871536,1,0,1288,3783,0
36047112800,NY,Kings,40.6648986,-73.8931118,1,0,1386,3822,0
36047113000,NY,Kings,40.6617411,-73.8921088,1,0,1349,3891,0
36047113200,NY,Kings,40.6621691,-73.8964704,1,0,632,1937,0
36047113400,NY,Kings,40.6612558,-73.8988897,1,0,756,2838,0
36047114201,NY,Kings,40.6677793,-73.8996082,1,0,507,1578,0
36047114202,NY,Kings,40.6804227,-73.8973066,1,0,895,2766,0
36047114400,NY,Kings,40.682397,-73.8912342,1,0,717,2403,0
36047114600,NY,Kings,40.6728086,-73.8985501,1,0,868,2998,0
36047115000,NY,Kings,40.6792066,-73.8923418,1,0,768,2595,0
36047115200,NY,Kings,40.6739223,-73.8865225,1,0,942,3094,0
36047115600,NY,Kings,40.6732693,-73.8909301,1,0,1505,4315,0
36047115800,NY,Kings,40.6683267,-73.8958947,1,0,956,2983,0
36047116000,NY,Kings,40.6688809,-73.8921624,1,0,821,2543,0
36047116200,NY,Kings,40.6694195,-73.8885305,1,0,729,2157,0
36047116400,NY,Kings,40.6699382,-73.8850349,1,0,919,2921,0
36047116600,NY,Kings,40.6705099,-73.8811822,1,0,859,2907,0
36047116800,NY,Kings,40.6745627,-73.8822052,1,0,607,2057,0
36047117000,NY,Kings,40.6789908,-73.882516,1,0,520,1880,0
36047117201,NY,Kings,40.6776,-73.886181,1,0,754,2713,0
36047117202,NY,Kings,40.6808117,-73.8875149,1,0,1166,3907,0
36047117400,NY,Kings,40.6827365,-73.883765,1,0,1166,4329,0
36047117601,NY,Kings,40.6828584,-73.8797862,1,0,822,2750,0
36047117602,NY,Kings,40.6847798,-73.8768792,1,0,981,3313,0
36047117800,NY,Kings,40.686235,-73.8744475,1,0,479,1717,0
36047118000,NY,Kings,40.6816528,-73.8742887,1,0,2,6,0
36047118201,NY,Kings,40.6894045,-73.8779572,1,0,842,3002,0
36047118202,NY,Kings,40.6879085,-73.8718976,1,0,895,3083,0
36047118400,NY,Kings,40.6886646,-73.8690021,1,0,1493,5420,0
36047118600,NY,Kings,40.6843041,-73.86941,1,0,797,2969,0
36047118800,NY,Kings,40.6814659,-73.8677811,1,0,1247,4651,0
36047119000,NY,Kings,40.6790412,-73.8659139,1,0,600,2127,0
36047119200,NY,Kings,40.6790579,-73.8716142,1,0,961,3013,0
36047119400,NY,Kings,40.6771157,-73.8781552,1,0,1280,3914,0
36047119600,NY,Kings,40.6725527,-73.8770602,1,0,1694,5403,0
36047119800,NY,Kings,40.675898,-73.8731663,1,0,992,3426,0
36047120000,NY,Kings,40.6763148,-73.8943856,1,0,616,2148,0
36047120200,NY,Kings,40.6748774,-73.8672723,1,0,501,1900,0
36047120800,NY,Kings,40.6763414,-73.8643639,1,0,3057,8938,0
36047121000,NY,Kings,40.6713064,-73.8651605,1,0,1437,4035,0
36047121400,NY,Kings,40.6700551,-73.8722312,1,0,1490,4351,0
36047122000,NY,Kings,40.6674646,-73.8651719,1,0,1988,5495,0
36047123700,NY,Kings,40.6637054,-73.8627976,1,0,1258,6008,0
36047150200,NY,Kings,40.6967384,-73.9567404,1,0,1037,2540,0
36047152200,NY,Kings,40.6546671,-73.981321,1,0,1067,3317,0
36061000201,NY,New York,40.815659,-73.591016,1,0,1015,3058,0
36061000202,NY,New York,40.7934117,-73.5702445,1,0,3372,7316,0
36061000500,NY,New York,40.8790568,-73.7020503,1,0,0,0,0
36061000600,NY,New York,40.9078457,-73.6526612,1,0,4036,11367,0
36061000700,NY,New York,40.9482925,-73.5288506,1,0,4837,8109,0
36061000800,NY,New York,40.5618333,-73.4549061,1,0,3583,10290,0
36061000900,NY,New York,40.554636,-73.6143361,1,0,386,731,0
36061001001,NY,New York,40.6900555,-74.0461424,1,0,727,1434,0
36061001002,NY,New York,40.7098991,-73.9855836,1,0,2379,6547,0
36061001200,NY,New York,40.710616,-73.9811776,1,0,1636,3397,0
36061001300,NY,New York,40.6903066,-74.017891,1,0,2733,4479,0
36061001401,NY,New York,40.709594,-73.9880382,1,0,1537,3005,0
36061001402,NY,New York,40.7038139,-74.0050607,1,0,1375,2782,0
36061001501,NY,New York,40.7101266,-73.9931927,1,0,2847,5518,0
36061001502,NY,New York,40.7020688,-74.0072095,1,0,3352,7476,0
36061001600,NY,New York,40.7139813,-73.9762895,1,0,3168,8478,0
36061001800,NY,New York,40.7168343,-73.9750294,1,0,3199,8660,0
36061002000,NY,New York,40.7159066,-73.982094,1,0,1850,4917,0
36061002100,NY,New York,40.7091177,-74.0129723,1,0,2714,6040,0
36061002201,NY,New York,40.7151603,-73.9873314,1,0,2641,6398,0
36061002202,NY,New York,40.7175157,-73.9858855,1,0,1108,2189,0
36061002400,NY,New York,40.7075443,-74.0014647,1,0,2093,5434,0
36061002500,NY,New York,40.7049434,-74.0025841,1,0,1883,4869,0
36061002601,NY,New York,40.715948,-73.9932822,1,0,1486,3772,0
36061002602,NY,New York,40.7190473,-73.9908456,1,0,2044,4227,0
36061002700,NY,New York,40.7200362,-73.9739772,1,0,612,1264,0
36061002800,NY,New York,40.7143437,-74.0101102,1,0,3279,7114,0
36061002900,NY,New York,40.7191156,-73.9818443,1,0,2103,6398,0
36061003001,NY,New York,40.7212601,-73.9811422,1,0,2462,4492,0
36061003002,NY,New York,40.7231908,-73.9729404,1,0,1809,3106,0
36061003100,NY,New York,40.7085998,-73.9978104,1,0,726,2550,0
36061003200,NY,New York,40.722585,-73.9799302,1,0,4629,8234,0
36061003300,NY,New York,40.7243901,-73.9786159,1,0,2477,5156,0
36061003400,NY,New York,40.71256,-73.9990063,1,0,3906,6612,0
36061003601,NY,New York,40.7268637,-73.9768107,1,0,1484,3393,0
36061003602,NY,New York,40.7141198,-74.000591,1,0,1482,3151,0
36061003700,NY,New York,40.7210057,-73.9868387,1,0,1442,2447,0
36061003800,NY,New York,40.7229641,-73.9858662,1,0,5386,9237,0
