CensusTract,State,County,LAT,LON,Urban,Rural,housing units,total pop,pop 1 mile low access
36047004700,NY,Kings,40.6274603,-74.0417324,1,0,657,1445,0
36047004900,NY,Kings,40.6884833,-74.0021454,1,0,998,2516,0
36047005000,NY,Kings,40.6879988,-73.9984363,1,0,1052,2276,0
36047005100,NY,Kings,40.624266,-74.0420766,1,0,992,2171,0
36047005201,NY,Kings,40.6834631,-74.0034666,1,0,1129,1829,0
36047005202,NY,Kings,40.6219461,-74.041916,1,0,1411,2481,0
36047005300,NY,Kings,40.6197601,-74.0414773,1,0,844,1888,0
36047005400,NY,Kings,40.677089,-74.0183485,1,0,1673,3139,0
36047005601,NY,Kings,40.6167794,-74.0395213,1,0,1420,2505,0
36047005602,NY,Kings,40.6143871,-74.039767,1,0,920,1586,0
36047005800,NY,Kings,40.6112789,-74.0373691,1,0,1572,3152,0
36047005900,NY,Kings,40.6190887,-74.0321884,1,0,633,1384,0
36047006000,NY,Kings,40.6794,-74.0060998,1,0,1108,2826,0
36047006200,NY,Kings,40.6220831,-74.0316042,1,0,1207,2853,0
36047006300,NY,Kings,40.624911,-74.0304459,1,0,927,1892,0
36047006400,NY,Kings,40.6819738,-74.0013029,1,0,1491,3478,0
36047006500,NY,Kings,40.6289253,-74.0288094,1,0,2527,5191,0
36047006600,NY,Kings,40.6790574,-73.999459,1,0,1581,3663,0
36047006700,NY,Kings,40.6321309,-74.0274985,1,0,1485,3301,0
36047006800,NY,Kings,40.6841759,-73.9972232,1,0,1797,4870,0
36047006900,NY,Kings,40.6351749,-74.0262304,1,0,1627,3537,0
36047007000,NY,Kings,40.6852348,-73.9917012,1,0,1039,2344,0
36047007100,NY,Kings,40.6381681,-74.0243104,1,0,1699,4495,0
36047007200,NY,Kings,40.683021,-73.9861157,1,0,583,1946,0
36047007400,NY,Kings,40.6403426,-74.0204484,1,0,1481,5451,0
36047007500,NY,Kings,40.641867,-74.0170733,1,0,2063,4383,0
36047007600,NY,Kings,40.6812953,-73.9920163,1,0,1328,4412,0
36047007700,NY,Kings,40.6440892,-74.0146726,1,0,1864,3901,0
36047007800,NY,Kings,40.6769912,-73.995249,1,0,1480,5068,0
36047008000,NY,Kings,40.6463204,-74.012337,1,0,1235,4169,0
36047008200,NY,Kings,40.6485378,-74.0099676,1,0,1303,4141,0
36047008400,NY,Kings,40.6507698,-74.0076247,1,0,1021,3299,0
36047008500,NY,Kings,40.6538853,-74.00441,1,0,2833,6956,0
36047008600,NY,Kings,40.6758571,-74.0064742,1,0,0,0,0
36047008800,NY,Kings,40.6479769,-74.0037438,1,0,1101,3207,0
36047009000,NY,Kings,40.6502102,-74.0014031,1,0,832,2994,0
36047009200,NY,Kings,40.6472568,-73.9972994,1,0,1544,5388,0
36047009400,NY,Kings,40.6453168,-73.9993384,1,0,1574,5805,0
36047009600,NY,Kings,40.6433565,-74.0013789,1,0,1778,6126,0
36047009800,NY,Kings,40.6460153,-74.0057847,1,0,1754,7024,0
36047010000,NY,Kings,40.6437764,-74.0081153,1,0,1798,6737,0
36047010100,NY,Kings,40.6415355,-74.0104457,1,0,1423,4093,0
36047010200,NY,Kings,40.6583838,-73.9997781,1,0,1422,5622,0
36047010400,NY,Kings,40.6392844,-74.0127872,1,0,1605,5908,0
36047010600,NY,Kings,40.636624,-74.0083814,1,0,1521,5851,0
36047010800,NY,Kings,40.6388746,-74.00604,1,0,1475,5280,0
36047011000,NY,Kings,40.641116,-74.0037106,1,0,677,2441,0
36047011200,NY,Kings,40.6445789,-73.9927738,1,0,1928,6436,0
36047011400,NY,Kings,40.6422528,-73.9956749,1,0,1173,3976,0
36047011600,NY,Kings,40.6394233,-73.9992118,1,0,1267,4816,0
36047011700,NY,Kings,40.6358731,-74.0036488,1,0,998,2364,0
36047011800,NY,Kings,40.6685527,-73.9933231,1,0,604,2253,0
36047011900,NY,Kings,40.6351044,-74.0114899,1,0,688,1530,0
36047012000,NY,Kings,40.6752052,-73.9893392,1,0,341,1268,0
36047012100,NY,Kings,40.6327787,-74.0117219,1,0,694,1619,0
36047012200,NY,Kings,40.671479,-73.991049,1,0,1520,5339,0
36047012600,NY,Kings,40.6380784,-74.0176257,1,0,872,2652,0
36047012700,NY,Kings,40.6347464,-74.0190561,1,0,1450,3507,0
36047012801,NY,Kings,40.6817476,-73.9828507,1,0,733,2117,0
36047012901,NY,Kings,40.6308009,-74.0133028,1,0,978,2159,0
36047012902,NY,Kings,40.6817265,-73.9785276,1,0,883,1964,0
36047013000,NY,Kings,40.6807693,-73.9760267,1,0,1846,4792,0
36047013100,NY,Kings,40.6325873,-74.0213843,1,0,1806,3828,0
36047013200,NY,Kings,40.6777175,-73.9796019,1,0,749,2239,0
36047013300,NY,Kings,40.6279937,-74.0156512,1,0,1714,3730,0
36047013400,NY,Kings,40.6751825,-73.9813092,1,0,1500,3907,0
36047013500,NY,Kings,40.6295241,-74.0202705,1,0,1557,3596,0
36047013600,NY,Kings,40.672811,-73.9833133,1,0,1577,3927,0
36047013700,NY,Kings,40.6268831,-74.0225642,1,0,1380,3057,0
36047013800,NY,Kings,40.6703973,-73.9853274,1,0,1352,3168,0
36047013900,NY,Kings,40.6243111,-74.0255174,1,0,1501,3481,0
36047014000,NY,Kings,40.6679862,-73.9873365,1,0,782,1826,0
36047014100,NY,Kings,40.6207738,-74.0196672,1,0,1265,3017,0
36047014200,NY,Kings,40.6654413,-73.9893778,1,0,1381,3223,0
36047014300,NY,Kings,40.6224953,-74.022483,1,0,1427,3487,0
36047014500,NY,Kings,40.663624,-73.9926592,1,0,1647,4179,0
36047014700,NY,Kings,40.6613838,-73.9949908,1,0,839,2084,0
36047014800,NY,Kings,40.6598876,-73.9896397,1,0,495,1209,0
36047014900,NY,Kings,40.6167077,-74.012961,1,0,2170,4976,0
36047015000,NY,Kings,40.6624407,-73.9851561,1,0,670,1574,0
36047015100,NY,Kings,40.6153783,-74.0107586,1,0,1558,3578,0
36047015200,NY,Kings,40.665689,-73.9825855,1,0,890,2309,0
36047015300,NY,Kings,40.6145083,-74.0244624,1,0,1198,3041,0
36047015400,NY,Kings,40.6681002,-73.9805759,1,0,0,0,0
36047015500,NY,Kings,40.6111832,-74.018907,1,0,1485,3272,0
36047015700,NY,Kings,40.6705136,-73.9785613,1,0,2045,4135,0
36047015900,NY,Kings,40.6730524,-73.9764165,1,0,2639,5036,0
36047016000,NY,Kings,40.6751927,-73.97307,1,0,1800,4217,0
36047016100,NY,Kings,40.6189793,-74.0268696,1,0,1423,3075,0
36047016200,NY,Kings,40.6798885,-73.9731895,1,0,1013,2082,0
36047016300,NY,Kings,40.6132207,-74.031328,1,0,1352,2991,0
36047016400,NY,Kings,40.6791843,-73.9700051,1,0,229,764,0
36047016500,NY,Kings,40.6067615,-74.0301151,1,0,2422,5141,0
36047016600,NY,Kings,40.6699732,-73.9740433,1,0,755,2059,0
36047016700,NY,Kings,40.6187031,-74.0162624,1,0,2085,4638,0
36047016800,NY,Kings,40.6642969,-73.9787754,1,0,677,1510,0
36047016900,NY,Kings,40.6032351,-74.0168695,1,0,2075,4497,0
36047017000,NY,Kings,40.6592927,-73.9812838,1,0,1195,3254,0
36047017100,NY,Kings,40.6101331,-74.012634,1,0,1602,3749,0
36047017200,NY,Kings,40.6569654,-73.9768592,1,0,1046,2931,0
36047017400,NY,Kings,40.6088823,-74.0103463,1,0,684,1793,0
36047017500,NY,Kings,40.6035123,-74.012107,1,0,2,5,0
36047017600,NY,Kings,40.6521348,-73.9902393,1,0,909,2295,0
36047017700,NY,Kings,40.6019273,-74.0088041,1,0,0,0,0
36047017800,NY,Kings,40.6594272,-73.9695588,1,0,903,2898,0
36047017900,NY,Kings,40.6069686,-74.0047234,1,0,1472,3624,0
36047018000,NY,Kings,40.6842454,-73.9713339,1,0,1061,3193,0
36047018100,NY,Kings,40.6083001,-74.0071512,1,0,2176,3936,0
36047018200,NY,Kings,40.687775,-73.9723679,1,0,1089,3163,0
36047018300,NY,Kings,40.6124597,-74.0026813,1,0,1207,2500,0
36047018400,NY,Kings,40.691376,-73.9714779,1,0,777,2002,0
36047018501,NY,Kings,40.6137054,-74.0071447,1,0,1496,3827,0
36047018600,NY,Kings,40.6946997,-73.9741388,1,0,737,2124,0
36047018700,NY,Kings,40.6156439,-74.0051063,1,0,551,1411,0
36047018800,NY,Kings,40.6945722,-73.970621,1,0,963,2640,0
36047019000,NY,Kings,40.6174779,-74.00274,1,0,1587,4782,0
36047019100,NY,Kings,40.621038,-74.0003857,1,0,916,2332,0
36047019200,NY,Kings,40.695237,-73.9643647,1,0,756,2772,0
36047019300,NY,Kings,40.6284585,-73.9989281,1,0,2216,5628,0
36047019400,NY,Kings,40.6912795,-73.9626407,1,0,1101,3305,0
36047019500,NY,Kings,40.6258369,-74.0011077,1,0,1721,3366,0
36047019600,NY,Kings,40.6914101,-73.9674998,1,0,1504,4353,0
36047019700,NY,Kings,40.6234234,-74.004185,1,0,1684,3313,0
36047019800,NY,Kings,40.6880023,-73.9667468,1,0,658,1702,0
36047019900,NY,Kings,40.6193594,-74.0066177,1,0,1476,2929,0
36047020000,NY,Kings,40.6840329,-73.9669265,1,0,779,2265,0
36047020100,NY,Kings,40.620689,-74.0088197,1,0,1680,3421,0
36047020200,NY,Kings,40.6838477,-73.9633875,1,0,694,1874,0
36047020300,NY,Kings,40.62202,-74.0110215,1,0,651,1697,0
36047020400,NY,Kings,40.6799568,-73.9648123,1,0,645,1708,0
36047020500,NY,Kings,40.6233502,-74.0132239,1,0,1221,2469,0
36047020600,NY,Kings,40.6774755,-73.9657037,1,0,802,2220,0
36047020700,NY,Kings,40.6248828,-74.0154401,1,0,2065,4310,0
36047020800,NY,Kings,40.6749426,-73.9666236,1,0,1081,3048,0
36047021000,NY,Kings,40.6259761,-74.0097675,1,0,1321,3968,0
36047021100,NY,Kings,40.6276261,-74.0081561,1,0,497,1210,0
36047021200,NY,Kings,40.6970778,-73.9750471,1,0,1442,4643,0
36047021300,NY,Kings,40.6294745,-74.0058501,1,0,1811,4205,0
36047021400,NY,Kings,40.6683548,-73.9604674,1,0,579,2152,0
36047021500,NY,Kings,40.6316104,-74.0031816,1,0,2471,5307,0
36047021600,NY,Kings,40.673364,-73.963332,1,0,980,4015,0
36047021700,NY,Kings,40.6327947,-73.9997692,1,0,1536,3597,0
36047021800,NY,Kings,40.6727657,-73.9590257,1,0,983,3761,0
36047021900,NY,Kings,40.6343541,-73.9978229,1,0,1503,3595,0
36047022000,NY,Kings,40.6719739,-73.9552593,1,0,1329,4939,0
36047022100,NY,Kings,40.6361633,-73.9955594,1,0,1517,3609,0
36047022200,NY,Kings,40.676133,-73.9543632,1,0,1247,4693,0
36047022400,NY,Kings,40.6382394,-73.9929635,1,0,1318,5486,0
36047022600,NY,Kings,40.6405156,-73.9903118,1,0,636,2516,0
36047022700,NY,Kings,40.641984,-73.9863474,1,0,1429,3454,0
36047022800,NY,Kings,40.6815079,-73.9572525,1,0,788,3306,0
36047022900,NY,Kings,40.6391243,-73.9815297,1,0,1491,3395,0
36047023000,NY,Kings,40.6851317,-73.9567616,1,0,1101,4515,0
36047023100,NY,Kings,40.637816,-73.984281,1,0,1457,3025,0
36047023200,NY,Kings,40.6857866,-73.9608381,1,0,1397,5699,0
36047023300,NY,Kings,40.6360998,-73.9862206,1,0,1773,5061,0
36047023400,NY,Kings,40.6887957,-73.9574901,1,0,1455,5059,0
36047023500,NY,Kings,40.6338712,-73.9879406,1,0,1195,3928,0
36047023600,NY,Kings,40.692513,-73.9577849,1,0,1709,5600,0
36047023800,NY,Kings,40.6321905,-73.9896876,1,0,1362,4590,0
36047024000,NY,Kings,40.6305112,-73.9914376,1,0,1386,4693,0
36047024100,NY,Kings,40.6288316,-73.9931862,1,0,913,2229,0
36047024200,NY,Kings,40.6922221,-73.9538035,1,0,898,2984,0
36047024300,NY,Kings,40.6258678,-73.9928098,1,0,1757,3786,0
36047024400,NY,Kings,40.6874555,-73.952856,1,0,920,3238,0
36047024500,NY,Kings,40.6217475,-73.9862364,1,0,1706,3946,0
36047024600,NY,Kings,40.682881,-73.9519012,1,0,995,3256,0
36047024700,NY,Kings,40.6181698,-73.9811393,1,0,960,2316,0
36047024800,NY,Kings,40.6794357,-73.9493245,1,0,872,2698,0
36047024900,NY,Kings,40.6213629,-73.9899931,1,0,1736,3823,0
36047025000,NY,Kings,40.6829833,-73.9483904,1,0,530,1722,0
36047025100,NY,Kings,40.6236257,-73.9958382,1,0,1434,3816,0
36047025200,NY,Kings,40.6878546,-73.9493878,1,0,1800,4786,0
36047025300,NY,Kings,40.6198289,-73.9921391,1,0,1171,2754,0
36047025400,NY,Kings,40.692622,-73.9503366,1,0,1162,3500,0
36047025500,NY,Kings,40.6166972,-73.9838448,1,0,1696,5102,0
36047025600,NY,Kings,40.6973922,-73.9512862,1,0,1024,3058,0
36047025700,NY,Kings,40.614995,-73.9856662,1,0,634,2131,0
36047025800,NY,Kings,40.698218,-73.9473445,1,0,1613,4597,0
36047025901,NY,Kings,40.6132884,-73.9874098,1,0,683,2010,0
36047025902,NY,Kings,40.6949675,-73.946224,1,0,1053,3419,0
36047026000,NY,Kings,40.696966,-73.945154,1,0,1207,3649,0
36047026100,NY,Kings,40.6169171,-73.9923457,1,0,1950,4917,0
36047026200,NY,Kings,40.6923989,-73.9457142,1,0,793,2374,0
36047026300,NY,Kings,40.6187285,-73.9970786,1,0,777,1868,0
36047026400,NY,Kings,40.6894684,-73.9451314,1,0,1596,4592,0
36047026500,NY,Kings,40.6148679,-73.9974816,1,0,1476,3838,0
36047026600,NY,Kings,40.6869045,-73.9446206,1,0,1255,3733,0
36047026700,NY,Kings,40.6126303,-73.9903254,1,0,1747,3920,0
36047026800,NY,Kings,40.6839731,-73.9440382,1,0,1472,4188,0
36047026900,NY,Kings,40.6104494,-73.9903619,1,0,1160,2770,0
36047027000,NY,Kings,40.6812827,-73.9433173,1,0,908,2449,0
36047027100,NY,Kings,40.6058611,-73.989985,1,0,930,2471,0
36047027200,NY,Kings,40.6787263,-73.9368676,1,0,1161,3480,0
36047027300,NY,Kings,40.6081765,-73.9927384,1,0,1208,2813,0
36047027400,NY,Kings,40.6810841,-73.9374383,1,0,1041,3028,0
36047027500,NY,Kings,40.6109495,-73.995292,1,0,1660,4180,0
36047027600,NY,Kings,40.6838975,-73.9381789,1,0,1221,3694,0
36047027700,NY,Kings,40.6108964,-73.999489,1,0,1495,3945,0
36047027800,NY,Kings,40.6868289,-73.9387604,1,0,1185,3220,0
36047027900,NY,Kings,40.6068585,-74.0012211,1,0,1475,3674,0
36047028000,NY,Kings,40.6897594,-73.9393446,1,0,658,1761,0
36047028100,NY,Kings,40.6011057,-74.0073298,1,0,1525,4193,0
36047028200,NY,Kings,40.6926888,-73.9399286,1,0,1224,2943,0
36047028300,NY,Kings,40.60025,-74.0054401,1,0,1421,4097,0
36047028400,NY,Kings,40.6952563,-73.9404379,1,0,1408,4003,0
36047028501,NY,Kings,40.6056742,-73.9989428,1,0,125,428,0
36047028502,NY,Kings,40.6994266,-73.9420907,1,0,1092,2802,0
36047028600,NY,Kings,40.6974508,-73.9408852,1,0,2033,4814,0
36047028700,NY,Kings,40.5987719,-74.0019272,1,0,1076,2991,0
36047028800,NY,Kings,40.6956337,-73.9354207,1,0,1175,3458,0
36047028900,NY,Kings,40.6045113,-73.9965623,1,0,1281,3538,0
36047029000,NY,Kings,40.6930489,-73.9330068,1,0,1522,3920,0
36047029100,NY,Kings,40.6031741,-73.9943478,1,0,1228,3101,0
36047029200,NY,Kings,40.6904272,-73.933541,1,0,934,2539,0
36047029300,NY,Kings,40.5972222,-74.000797,1,0,1316,3106,0
36047029400,NY,Kings,40.6874968,-73.9329582,1,0,600,2321,0
36047029500,NY,Kings,40.594277,-74.0005407,1,0,1525,3425,0
36047029600,NY,Kings,40.684566,-73.9323759,1,0,2076,5546,0
36047029700,NY,Kings,40.6009574,-73.9930188,1,0,1423,3344,0
36047029800,NY,Kings,40.6812727,-73.9316176,1,0,1296,3717,0
36047029900,NY,Kings,40.6008233,-73.9879075,1,0,902,2579,0
36047030000,NY,Kings,40.678138,-73.925833,1,0,1375,4120,0
36047030100,NY,Kings,40.5974031,-73.9887444,1,0,996,2750,0
36047030200,NY,Kings,40.6776216,-73.9162281,1,0,1495,4214,0
36047030300,NY,Kings,40.5957121,-73.990647,1,0,1605,4458,0
36047030400,NY,Kings,40.675116,-73.9179374,1,0,1605,4281,0
36047030500,NY,Kings,40.5903112,-73.9964693,1,0,2304,5549,0
36047030600,NY,Kings,40.6773162,-73.9590607,1,0,683,2005,0
36047030700,NY,Kings,40.5911556,-73.9861335,1,0,1969,4544,0
36047030800,NY,Kings,40.675574,-73.9262028,1,0,777,1949,0
36047030900,NY,Kings,40.5865418,-73.9795129,1,0,607,1754,0
36047031100,NY,Kings,40.6760588,-73.9329861,1,0,1072,2833,0
36047031300,NY,Kings,40.6764143,-73.9390103,1,0,2116,4648,0
36047031400,NY,Kings,40.6765685,-73.9443073,1,0,1958,4544,0
36047031500,NY,Kings,40.5845064,-73.9941004,1,0,2287,5175,0
36047031701,NY,Kings,40.6769054,-73.9499241,1,0,1445,3433,0
36047031702,NY,Kings,40.6738669,-73.9501241,1,0,1366,3363,0
36047031900,NY,Kings,40.671193,-73.950375,1,0,1347,3508,0
36047032100,NY,Kings,40.6668852,-73.9493978,1,0,1903,5001,0
36047032300,NY,Kings,40.6668692,-73.9521834,1,0,1421,3554,0
36047032500,NY,Kings,40.6665474,-73.9550745,1,0,2461,6405,0
36047032600,NY,Kings,40.6672983,-73.9577655,1,0,2305,6948,0
36047032700,NY,Kings,40.5765299,-73.9882138,1,0,1249,2924,0
36047032800,NY,Kings,40.6626465,-73.9587961,1,0,1036,3138,0
36047032900,NY,Kings,40.5763672,-73.9976847,1,0,2189,5582,0
36047033000,NY,Kings,40.6632636,-73.9484196,0,1,1712,4587,0
36047033100,NY,Kings,40.5801748,-73.9994611,1,0,1499,4520,0
36047033300,NY,Kings,40.6641582,-73.9420074,1,0,1243,4085,0
36047033500,NY,Kings,40.6658373,-73.9425263,1,0,830,3139,0
36047033600,NY,Kings,40.6675941,-73.9423885,1,0,1843,4759,0
36047033700,NY,Kings,40.5759939,-74.0085888,1,0,1374,4105,0
36047033900,NY,Kings,40.6694017,-73.9421815,1,0,1792,4376,0
36047034000,NY,Kings,40.6712119,-73.9420151,1,0,646,2248,0
36047034100,NY,Kings,40.5723223,-73.9964764,1,0,988,2607,0
36047034200,NY,Kings,40.6735662,-73.9445868,1,0,2830,6502,0
36047034300,NY,Kings,40.5741077,-73.9968627,1,0,1959,5281,0
36047034500,NY,Kings,40.673503,-73.9388377,1,0,1003,2647,0
36047034700,NY,Kings,40.6732279,-73.9336927,1,0,1379,3228,0
36047034800,NY,Kings,40.6726583,-73.9279722,1,0,757,2537,0
36047034900,NY,Kings,40.5811474,-73.9833076,1,0,1979,5403,0
36047035000,NY,Kings,40.6682771,-73.9297783,1,0,1554,3296,0
36047035100,NY,Kings,40.5775689,-73.9789089,1,0,1629,4597,0
36047035200,NY,Kings,40.6684292,-73.9325474,1,0,510,1246,0
36047035300,NY,Kings,40.5720992,-73.9824606,1,0,1862,5161,0
36047035400,NY,Kings,40.6685796,-73.9353139,1,0,3304,6271,0
36047035500,NY,Kings,40.5801351,-73.9726195,1,0,1952,5253,0
36047035601,NY,Kings,40.664405,-73.9334722,1,0,1528,2912,0
36047035602,NY,Kings,40.5809306,-73.9696827,1,0,2796,5271,0
36047035700,NY,Kings,40.5778698,-73.9701982,1,0,896,2506,0
36047035900,NY,Kings,40.6680351,-73.9268254,1,0,2040,5685,0
36047036001,NY,Kings,40.670438,-73.9238445,1,0,1798,3217,0
36047036002,NY,Kings,40.5757857,-73.9655587,1,0,2178,3930,0
36047036100,NY,Kings,40.5763621,-73.9612376,1,0,1050,2608,0
36047036200,NY,Kings,40.6695878,-73.9199218,1,0,1434,4204,0
36047036300,NY,Kings,40.578117,-73.9640008,1,0,1537,4108,0
36047036400,NY,Kings,40.6721757,-73.9169923,1,0,889,2405,0
36047036501,NY,Kings,40.5801614,-73.963864,1,0,1086,2624,0
36047036502,NY,Kings,40.6750312,-73.9115137,1,0,388,1255,0
36047036600,NY,Kings,40.6747083,-73.9075706,1,0,1485,4767,0
36047036700,NY,Kings,40.582856,-73.9637871,1,0,448,1305,0
36047036900,NY,Kings,40.6775488,-73.9046133,1,0,1738,4923,0
36047037000,NY,Kings,40.67965,-73.9092283,1,0,1566,4085,0
36047037100,NY,Kings,40.5878345,-73.9631544,1,0,1473,4120,0
36047037300,NY,Kings,40.6802873,-73.9138395,1,0,1461,3784,0
36047037401,NY,Kings,40.6839488,-73.9152154,1,0,1918,4301,0
36047037402,NY,Kings,40.5879979,-73.9677549,1,0,2181,4573,0
36047037500,NY,Kings,40.5867949,-73.9719966,1,0,1112,2910,0
36047037700,NY,Kings,40.68762,-73.9215167,1,0,1472,3660,0
36047037900,NY,Kings,40.6840883,-73.9201876,1,0,1392,3706,0
36047038100,NY,Kings,40.6804989,-73.9193657,1,0,1838,4763,0
36047038200,NY,Kings,40.6810478,-73.9254263,1,0,2015,5943,0
36047038300,NY,Kings,40.5915231,-73.981484,1,0,1563,3931,0
36047038500,NY,Kings,40.6845246,-73.9262056,1,0,1355,3422,0
36047038600,NY,Kings,40.6874554,-73.9267891,1,0,1164,3477,0
36047038700,NY,Kings,40.5923501,-73.9751117,1,0,1445,4010,0
36047038800,NY,Kings,40.6905393,-73.9277496,1,0,1461,3841,0
36047038900,NY,Kings,40.5929248,-73.9692516,1,0,1029,2773,0
36047039000,NY,Kings,40.6994385,-73.9372346,1,0,798,2282,0
36047039100,NY,Kings,40.5929694,-73.9644266,1,0,812,2303,0
36047039200,NY,Kings,40.699795,-73.933655,1,0,1029,2756,0
36047039300,NY,Kings,40.59585,-73.9630396,1,0,1267,3549,0
36047039400,NY,Kings,40.6956279,-73.9300046,1,0,797,2441,0
36047039500,NY,Kings,40.598493,-73.9650691,1,0,1219,3380,0
36047039600,NY,Kings,40.6929683,-73.9247375,1,0,725,2126,0
36047039700,NY,Kings,40.5973496,-73.9697067,1,0,1211,3389,0
36047039800,NY,Kings,40.6889488,-73.9191404,1,0,877,2644,0
36047039900,NY,Kings,40.5954468,-73.9755124,1,0,1323,3823,0
36047040000,NY,Kings,40.6902356,-73.917553,1,0,1104,3069,0
36047040100,NY,Kings,40.5978088,-73.9761352,1,0,1130,3518,0
36047040200,NY,Kings,40.6864591,-73.9127408,1,0,938,2740,0
36047040300,NY,Kings,40.5960009,-73.9827234,1,0,1190,3538,0
36047040400,NY,Kings,40.6845226,-73.9082094,1,0,856,2551,0
36047040500,NY,Kings,40.6021856,-73.9854194,1,0,524,1480,0
36047040600,NY,Kings,40.6815808,-73.9051926,1,0,1182,3184,0
36047040700,NY,Kings,40.6005116,-73.9823218,1,0,4,14,0
36047040800,NY,Kings,40.6843029,-73.9012184,1,0,1111,3566,0
36047040900,NY,Kings,40.6012012,-73.9791341,1,0,1157,3752,0
36047041000,NY,Kings,40.6910417,-73.9046452,1,0,730,1773,0
36047041100,NY,Kings,40.6009797,-73.9754514,1,0,1154,3302,0
36047041200,NY,Kings,40.6878791,-73.9071495,1,0,1051,2929,0
36047041300,NY,Kings,40.6041574,-73.9741916,1,0,1247,3822,0
36047041401,NY,Kings,40.6898146,-73.91062,1,0,490,1351,0
36047041402,NY,Kings,40.6017065,-73.9710654,1,0,697,1612,0
36047041500,NY,Kings,40.6024158,-73.9679374,1,0,1263,4064,0
36047041600,NY,Kings,40.6919502,-73.9143896,1,0,736,2324,0
36047041700,NY,Kings,40.6024112,-73.9634864,1,0,1320,3609,0
36047041800,NY,Kings,40.6937625,-73.9179179,1,0,866,2359,0
36047041900,NY,Kings,40.6054,-73.9648517,1,0,1177,3770,0
36047042000,NY,Kings,40.6953233,-73.9210331,1,0,518,1896,0
36047042100,NY,Kings,40.6092377,-73.9643322,1,0,1249,3920,0
36047042200,NY,Kings,40.6970293,-73.9240384,1,0,1163,3568,0
36047042300,NY,Kings,40.6068679,-73.969988,1,0,1182,4217,0
36047042400,NY,Kings,40.6990021,-73.9272887,1,0,1353,3666,0
36047042500,NY,Kings,40.6067483,-73.9760484,1,0,952,3042,0
36047042600,NY,Kings,40.7014485,-73.9309587,1,0,1450,4135,0
36047042700,NY,Kings,40.605675,-73.9801891,1,0,1545,5074,0
36047042800,NY,Kings,40.7036936,-73.9271843,1,0,1580,3857,0
36047042900,NY,Kings,40.6056458,-73.9843266,1,0,1719,5630,0
36047043000,NY,Kings,40.7017991,-73.9234556,1,0,1321,3333,0
36047043100,NY,Kings,40.6092493,-73.984202,1,0,1625,5113,0
36047043200,NY,Kings,40.6996605,-73.919698,1,0,1496,4250,0
36047043300,NY,Kings,40.6106815,-73.9806847,1,0,1258,4064,0
36047043400,NY,Kings,40.697522,-73.915939,1,0,1274,3433,0
36047043500,NY,Kings,40.6100424,-73.9769277,1,0,1342,4463,0
36047043600,NY,Kings,40.695384,-73.9121802,1,0,1578,4160,0
36047043700,NY,Kings,40.61313,-73.9778573,1,0,1604,5240,0
36047043800,NY,Kings,40.6932405,-73.9084407,1,0,924,2481,0
36047043900,NY,Kings,40.6103301,-73.9710945,1,0,1192,3829,0
36047044000,NY,Kings,40.6975122,-73.909371,1,0,920,2880,0
36047044100,NY,Kings,40.6130385,-73.9709769,1,0,1826,5643,0
36047044200,NY,Kings,40.7014036,-73.9140585,1,0,879,2658,0
36047044300,NY,Kings,40.6123965,-73.9655936,1,0,1756,5557,0
36047044400,NY,Kings,40.7032963,-73.9167103,1,0,1194,3336,0
36047044500,NY,Kings,40.6157674,-73.969322,1,0,1484,4446,0
36047044600,NY,Kings,40.7049927,-73.9197067,1,0,652,1909,0
36047044700,NY,Kings,40.6152294,-73.9760576,1,0,746,2310,0
36047044800,NY,Kings,40.7066641,-73.9226498,1,0,773,1915,0
36047044900,NY,Kings,40.6180934,-73.9732468,1,0,1085,2932,0
36047045000,NY,Kings,40.7176049,-73.929984,1,0,186,673,0
36047045200,NY,Kings,40.6216296,-73.9728811,1,0,923,2701,0
36047045300,NY,Kings,40.6201743,-73.9681621,1,0,590,2017,0
36047045400,NY,Kings,40.7065882,-73.9289498,1,0,561,1852,0
36047045600,NY,Kings,40.6186826,-73.9650024,1,0,860,2357,0
36047045800,NY,Kings,40.626163,-73.9666205,1,0,521,1490,0
36047046000,NY,Kings,40.6257018,-73.9690061,1,0,1257,3729,0
36047046201,NY,Kings,40.632163,-73.965733,1,0,1065,2632,0
36047046202,NY,Kings,40.6276229,-73.9735164,1,0,562,1803,0
36047046400,NY,Kings,40.6245015,-73.9742801,1,0,671,2838,0
36047046800,NY,Kings,40.6245752,-73.9783945,1,0,495,2054,0
36047047000,NY,Kings,40.6214938,-73.9807596,1,0,762,2886,0
36047047200,NY,Kings,40.625589,-73.9867507,1,0,783,3141,0
36047047400,NY,Kings,40.6270361,-73.9841274,1,0,810,2969,0
36047047600,NY,Kings,40.6286836,-73.9823658,1,0,996,3646,0
36047047700,NY,Kings,40.6305694,-73.9805808,1,0,1540,3318,0
36047047800,NY,Kings,40.7182382,-73.9421434,1,0,1197,4848,0
36047048000,NY,Kings,40.6333984,-73.9788744,1,0,1067,3769,0
36047048100,NY,Kings,40.6302924,-73.9744758,1,0,1321,2778,0
36047048200,NY,Kings,40.7138604,-73.9384989,1,0,1982,5331,0
36047048400,NY,Kings,40.6332232,-73.9695207,1,0,1605,5481,0
36047048500,NY,Kings,40.6342861,-73.9736271,1,0,907,2510,0
36047048600,NY,Kings,40.70784,-73.9363492,1,0,908,3568,0
36047048800,NY,Kings,40.6389191,-73.9784252,1,0,1423,4395,0
