9190,7.7, 40.79349, -73.88353, 0.0 , 40.82094, -73.8909, 0.0 
3314,2.8, 40.804573, -73.85686, 0.0 , 40.82094, -73.8909, 0.0 
3391,2.8, 40.808914, -73.85049, 0.0 , 40.82094, -73.8909, 0.0 
19249,16, 40.808296, -73.79845, 0.0 , 40.751797, -73.82656, 0.0 
18946,15.8, 40.816147, -73.79807, 0.0 , 40.751797, -73.82656, 0.0 
4762,3.7, 40.88735, -73.82038, 0.0 , 40.879784, -73.87902, 0.0 
8602,6.9, 40.869698, -73.79568, 0.0 , 40.879784, -73.87902, 0.0 
22074,18.5, 40.83875, -73.782425, 0.0 , 40.751797, -73.82656, 0.0 
6502,5.4, 40.580875, -73.94937, 0.0 , 40.649277, -73.97665, 0.0 
6001,5, 40.592335, -73.93444, 0.0 , 40.656307, -73.9376, 0.0 
5374,4.5, 40.608963, -73.90814, 0.0 , 40.66117, -73.895035, 0.0 
4874,4, 40.66946, -73.74483, 0.0 , 40.703934, -73.79915, 0.0 
500,0.4, 40.757153, -73.82765, 0.0 , 40.751797, -73.82656, 0.0 
579,0.5, 40.75706, -73.82306, 0.0 , 40.751797, -73.82656, 0.0 
822,0.7, 40.756813, -73.81788, 0.0 , 40.751797, -73.82656, 0.0 
3984,3.3, 40.673424, -73.831535, 0.0 , 40.703934, -73.79915, 0.0 
1324,1.1, 40.765263, -73.83371, 0.0 , 40.751797, -73.82656, 0.0 
4106,3.4, 40.655727, -73.83371, 0.0 , 40.682236, -73.87785, 0.0 
3805,3.2, 40.652214, -73.847336, 0.0 , 40.664886, -73.8866, 0.0 
4471,3.7, 40.79522, -73.80767, 0.0 , 40.751797, -73.82656, 0.0 
2761,2.3, 40.596855, -73.7501, 0.0 , 40.602016, -73.78838, 0.0 
158007,132, 42.627834, -73.71784, 0.0 , 40.90309, -73.90458, 0.0 
148916,125, 42.524124, -73.72487, 0.0 , 40.90309, -73.90458, 0.0 
153407,129, 42.547943, -73.54457, 0.0 , 40.90309, -73.90458, 0.0 
156730,132, 42.554474, -73.41084, 0.0 , 40.90309, -73.90458, 0.0 
11957,14.4, 40.61966, -74.08274, 0.0 , 40.66041, -73.98743, 0.0 
11767,14.3, 40.625603, -74.08661, 0.0 , 40.66041, -73.98743, 0.0 
11945,14.5, 40.621372, -74.09223, 0.0 , 40.66041, -73.98743, 0.0 
12736,15, 40.613598, -74.080864, 0.0 , 40.66041, -73.98743, 0.0 
12186,14.6, 40.628494, -74.09853, 0.0 , 40.66041, -73.98743, 0.0 
14885,16.8, 40.590782, -74.09516, 0.0 , 40.66041, -73.98743, 0.0 
12344,14.7, 40.642853, -74.111145, 0.0 , 40.66041, -73.98743, 0.0 
17916,19.4, 40.570488, -74.13188, 0.0 , 40.66041, -73.98743, 0.0 
13967,16, 40.62887, -74.12689, 0.0 , 40.66041, -73.98743, 0.0 
19733,20.9, 40.55889, -74.14954, 0.0 , 40.66041, -73.98743, 0.0 
21352,22.3, 40.53602, -74.161804, 0.0 , 40.66041, -73.98743, 0.0 
13373,15.6, 40.612453, -74.10938, 0.0 , 40.66041, -73.98743, 0.0 
21105,22.1, 40.54564, -74.17023, 0.0 , 40.66041, -73.98743, 0.0 
15282,17.1, 40.61209, -74.14, 0.0 , 40.66041, -73.98743, 0.0 
15518,17.3, 40.60524, -74.13804, 0.0 , 40.66041, -73.98743, 0.0 
14006,16.1, 40.63966, -74.13302, 0.0 , 40.66041, -73.98743, 0.0 
14537,16.6, 40.632614, -74.1389, 0.0 , 40.66041, -73.98743, 0.0 
15208,17.1, 40.63768, -74.15189, 0.0 , 40.66041, -73.98743, 0.0 
21414,22.2, 40.575226, -74.186745, 0.0 , 40.66041, -73.98743, 0.0 
15982,17.8, 40.630123, -74.15632, 0.0 , 40.66041, -73.98743, 0.0 
15464,17.3, 40.62954, -74.14933, 0.0 , 40.66041, -73.98743, 0.0 
26690,26.7, 40.508675, -74.23862, 0.0 , 40.66041, -73.98743, 0.0 
27501,27.4, 40.499786, -74.23847, 0.0 , 40.66041, -73.98743, 0.0 
