LAT,LON                                                                                                                  ,Urban,Rural,"Housing units, total","low access, people at 1 mile "
40.6388746,-74.00604,1,0,1475,0
40.641116,-74.0037106,1,0,677,0
40.6445789,-73.9927738,1,0,1928,0
40.6422528,-73.9956749,1,0,1173,0
40.6394233,-73.9992118,1,0,1267,0
40.6358731,-74.0036488,1,0,998,0
40.6685527,-73.9933231,1,0,604,0
40.6351044,-74.0114899,1,0,688,0
40.6752052,-73.9893392,1,0,341,0
40.6327787,-74.0117219,1,0,694,0
40.671479,-73.991049,1,0,1520,0
40.6380784,-74.0176257,1,0,872,0
40.6347464,-74.0190561,1,0,1450,0
40.6817476,-73.9828507,1,0,733,0
40.6308009,-74.0133028,1,0,978,0
40.6817265,-73.9785276,1,0,883,0
40.6807693,-73.9760267,1,0,1846,0
40.6325873,-74.0213843,1,0,1806,0
40.6777175,-73.9796019,1,0,749,0
40.6279937,-74.0156512,1,0,1714,0
40.6751825,-73.9813092,1,0,1500,0
40.6295241,-74.0202705,1,0,1557,0
40.672811,-73.9833133,1,0,1577,0
40.6268831,-74.0225642,1,0,1380,0
40.6703973,-73.9853274,1,0,1352,0
40.6243111,-74.0255174,1,0,1501,0
40.6679862,-73.9873365,1,0,782,0
40.6207738,-74.0196672,1,0,1265,0
40.6654413,-73.9893778,1,0,1381,0
40.6224953,-74.022483,1,0,1427,0
40.663624,-73.9926592,1,0,1647,0
40.6613838,-73.9949908,1,0,839,0
40.6598876,-73.9896397,1,0,495,0
40.6167077,-74.012961,1,0,2170,0
40.6624407,-73.9851561,1,0,670,0
40.6153783,-74.0107586,1,0,1558,0
40.665689,-73.9825855,1,0,890,0
40.6145083,-74.0244624,1,0,1198,0
40.6681002,-73.9805759,1,0,0,0
40.6111832,-74.018907,1,0,1485,0
40.6705136,-73.9785613,1,0,2045,0
40.6730524,-73.9764165,1,0,2639,0
40.6751927,-73.97307,1,0,1800,0
40.6189793,-74.0268696,1,0,1423,0
40.6798885,-73.9731895,1,0,1013,0
40.6132207,-74.031328,1,0,1352,0
40.6791843,-73.9700051,1,0,229,0
40.6067615,-74.0301151,1,0,2422,0
40.6699732,-73.9740433,1,0,755,0
40.6187031,-74.0162624,1,0,2085,0
40.6642969,-73.9787754,1,0,677,0
40.6032351,-74.0168695,1,0,2075,0
40.6592927,-73.9812838,1,0,1195,0
40.6101331,-74.012634,1,0,1602,0
40.6569654,-73.9768592,1,0,1046,0
40.6088823,-74.0103463,1,0,684,0
40.6035123,-74.012107,1,0,2,0
40.6521348,-73.9902393,1,0,909,0
40.6019273,-74.0088041,1,0,0,0
40.6594272,-73.9695588,1,0,903,0
40.6069686,-74.0047234,1,0,1472,0
40.6842454,-73.9713339,1,0,1061,0
40.6083001,-74.0071512,1,0,2176,0
40.687775,-73.9723679,1,0,1089,0
40.6124597,-74.0026813,1,0,1207,0
40.691376,-73.9714779,1,0,777,0
40.6137054,-74.0071447,1,0,1496,0
40.6946997,-73.9741388,1,0,737,0
40.6156439,-74.0051063,1,0,551,0
40.6945722,-73.970621,1,0,963,0
40.6174779,-74.00274,1,0,1587,0
40.621038,-74.0003857,1,0,916,0
40.695237,-73.9643647,1,0,756,0
40.6284585,-73.9989281,1,0,2216,0
40.6912795,-73.9626407,1,0,1101,0
40.6258369,-74.0011077,1,0,1721,0
40.6914101,-73.9674998,1,0,1504,0
40.6234234,-74.004185,1,0,1684,0
40.6880023,-73.9667468,1,0,658,0
40.6193594,-74.0066177,1,0,1476,0
40.6840329,-73.9669265,1,0,779,0
40.620689,-74.0088197,1,0,1680,0
40.6838477,-73.9633875,1,0,694,0
40.62202,-74.0110215,1,0,651,0
40.6799568,-73.9648123,1,0,645,0
40.6233502,-74.0132239,1,0,1221,0
40.6774755,-73.9657037,1,0,802,0
40.6248828,-74.0154401,1,0,2065,0
40.6749426,-73.9666236,1,0,1081,0
40.6259761,-74.0097675,1,0,1321,0
40.6276261,-74.0081561,1,0,497,0
40.6970778,-73.9750471,1,0,1442,0
40.6294745,-74.0058501,1,0,1811,0
40.6683548,-73.9604674,1,0,579,0
40.6316104,-74.0031816,1,0,2471,0
40.673364,-73.963332,1,0,980,0
40.6327947,-73.9997692,1,0,1536,0
40.6727657,-73.9590257,1,0,983,0
40.6343541,-73.9978229,1,0,1503,0
40.6719739,-73.9552593,1,0,1329,0
40.6361633,-73.9955594,1,0,1517,0
40.676133,-73.9543632,1,0,1247,0
40.6382394,-73.9929635,1,0,1318,0
40.6405156,-73.9903118,1,0,636,0
40.641984,-73.9863474,1,0,1429,0
40.6815079,-73.9572525,1,0,788,0
40.6391243,-73.9815297,1,0,1491,0
40.6851317,-73.9567616,1,0,1101,0
40.637816,-73.984281,1,0,1457,0
40.6857866,-73.9608381,1,0,1397,0
40.6360998,-73.9862206,1,0,1773,0
40.6887957,-73.9574901,1,0,1455,0
40.6338712,-73.9879406,1,0,1195,0
40.692513,-73.9577849,1,0,1709,0
40.6321905,-73.9896876,1,0,1362,0
40.6305112,-73.9914376,1,0,1386,0
40.6288316,-73.9931862,1,0,913,0
40.6922221,-73.9538035,1,0,898,0
40.6258678,-73.9928098,1,0,1757,0
40.6874555,-73.952856,1,0,920,0
40.6217475,-73.9862364,1,0,1706,0
40.682881,-73.9519012,1,0,995,0
40.6181698,-73.9811393,1,0,960,0
40.6794357,-73.9493245,1,0,872,0
40.6213629,-73.9899931,1,0,1736,0
40.6829833,-73.9483904,1,0,530,0
40.6236257,-73.9958382,1,0,1434,0
40.6878546,-73.9493878,1,0,1800,0
40.6198289,-73.9921391,1,0,1171,0
40.692622,-73.9503366,1,0,1162,0
40.6166972,-73.9838448,1,0,1696,0
40.6973922,-73.9512862,1,0,1024,0
40.614995,-73.9856662,1,0,634,0
40.698218,-73.9473445,1,0,1613,0
40.6132884,-73.9874098,1,0,683,0
40.6949675,-73.946224,1,0,1053,0
40.696966,-73.945154,1,0,1207,0
40.6169171,-73.9923457,1,0,1950,0
40.6923989,-73.9457142,1,0,793,0
40.6187285,-73.9970786,1,0,777,0
40.6894684,-73.9451314,1,0,1596,0
40.6148679,-73.9974816,1,0,1476,0
40.6869045,-73.9446206,1,0,1255,0
40.6126303,-73.9903254,1,0,1747,0
40.6839731,-73.9440382,1,0,1472,0
40.6104494,-73.9903619,1,0,1160,0
40.6812827,-73.9433173,1,0,908,0
40.6058611,-73.989985,1,0,930,0
40.6787263,-73.9368676,1,0,1161,0
40.6081765,-73.9927384,1,0,1208,0
40.6810841,-73.9374383,1,0,1041,0
40.6109495,-73.995292,1,0,1660,0
40.6838975,-73.9381789,1,0,1221,0
40.6108964,-73.999489,1,0,1495,0
40.6868289,-73.9387604,1,0,1185,0
40.6068585,-74.0012211,1,0,1475,0
40.6897594,-73.9393446,1,0,658,0
40.6011057,-74.0073298,1,0,1525,0
40.6926888,-73.9399286,1,0,1224,0
40.60025,-74.0054401,1,0,1421,0
40.6952563,-73.9404379,1,0,1408,0
40.6056742,-73.9989428,1,0,125,0
40.6994266,-73.9420907,1,0,1092,0
40.6974508,-73.9408852,1,0,2033,0
40.5987719,-74.0019272,1,0,1076,0
40.6956337,-73.9354207,1,0,1175,0
40.6045113,-73.9965623,1,0,1281,0
40.6930489,-73.9330068,1,0,1522,0
40.6031741,-73.9943478,1,0,1228,0
40.6904272,-73.933541,1,0,934,0
40.5972222,-74.000797,1,0,1316,0
40.6874968,-73.9329582,1,0,600,0
40.594277,-74.0005407,1,0,1525,0
40.684566,-73.9323759,1,0,2076,0
40.6009574,-73.9930188,1,0,1423,0
40.6812727,-73.9316176,1,0,1296,0
40.6008233,-73.9879075,1,0,902,0
40.678138,-73.925833,1,0,1375,0
40.5974031,-73.9887444,1,0,996,0
40.6776216,-73.9162281,1,0,1495,0
40.5957121,-73.990647,1,0,1605,0
40.675116,-73.9179374,1,0,1605,0
40.5903112,-73.9964693,1,0,2304,0
40.6773162,-73.9590607,1,0,683,0
40.5911556,-73.9861335,1,0,1969,0
40.675574,-73.9262028,1,0,777,0
40.5865418,-73.9795129,1,0,607,0
40.6760588,-73.9329861,1,0,1072,0
40.6764143,-73.9390103,1,0,2116,0
40.6765685,-73.9443073,1,0,1958,0
40.5845064,-73.9941004,1,0,2287,0
40.6769054,-73.9499241,1,0,1445,0
40.6738669,-73.9501241,1,0,1366,0
40.671193,-73.950375,1,0,1347,0
40.6668852,-73.9493978,1,0,1903,0
40.6668692,-73.9521834,1,0,1421,0
40.6665474,-73.9550745,1,0,2461,0
40.6672983,-73.9577655,1,0,2305,0
40.5765299,-73.9882138,1,0,1249,0
40.6626465,-73.9587961,1,0,1036,0
40.5763672,-73.9976847,1,0,2189,0
40.6632636,-73.9484196,0,1,1712,0
40.5801748,-73.9994611,1,0,1499,0
40.6641582,-73.9420074,1,0,1243,0
40.6658373,-73.9425263,1,0,830,0
40.6675941,-73.9423885,1,0,1843,0
40.5759939,-74.0085888,1,0,1374,0
40.6694017,-73.9421815,1,0,1792,0
40.6712119,-73.9420151,1,0,646,0
40.5723223,-73.9964764,1,0,988,0
40.6735662,-73.9445868,1,0,2830,0
40.5741077,-73.9968627,1,0,1959,0
40.673503,-73.9388377,1,0,1003,0
40.6732279,-73.9336927,1,0,1379,0
40.6726583,-73.9279722,1,0,757,0
40.5811474,-73.9833076,1,0,1979,0
40.6682771,-73.9297783,1,0,1554,0
40.5775689,-73.9789089,1,0,1629,0
40.6684292,-73.9325474,1,0,510,0
40.5720992,-73.9824606,1,0,1862,0
40.6685796,-73.9353139,1,0,3304,0
40.5801351,-73.9726195,1,0,1952,0
40.664405,-73.9334722,1,0,1528,0
40.5809306,-73.9696827,1,0,2796,0
40.5778698,-73.9701982,1,0,896,0
40.6680351,-73.9268254,1,0,2040,0
40.670438,-73.9238445,1,0,1798,0
40.5757857,-73.9655587,1,0,2178,0
40.5763621,-73.9612376,1,0,1050,0
40.6695878,-73.9199218,1,0,1434,0
40.578117,-73.9640008,1,0,1537,0
40.6721757,-73.9169923,1,0,889,0
40.5801614,-73.963864,1,0,1086,0
40.6750312,-73.9115137,1,0,388,0
40.6747083,-73.9075706,1,0,1485,0
40.582856,-73.9637871,1,0,448,0
40.6775488,-73.9046133,1,0,1738,0
40.67965,-73.9092283,1,0,1566,0
40.5878345,-73.9631544,1,0,1473,0
40.6802873,-73.9138395,1,0,1461,0
40.6839488,-73.9152154,1,0,1918,0
40.5879979,-73.9677549,1,0,2181,0
40.5867949,-73.9719966,1,0,1112,0
40.68762,-73.9215167,1,0,1472,0
40.6840883,-73.9201876,1,0,1392,0
40.6804989,-73.9193657,1,0,1838,0
40.6810478,-73.9254263,1,0,2015,0
40.5915231,-73.981484,1,0,1563,0
40.6845246,-73.9262056,1,0,1355,0
40.6874554,-73.9267891,1,0,1164,0
40.5923501,-73.9751117,1,0,1445,0
40.6905393,-73.9277496,1,0,1461,0
40.5929248,-73.9692516,1,0,1029,0
40.6994385,-73.9372346,1,0,798,0
40.5929694,-73.9644266,1,0,812,0
40.699795,-73.933655,1,0,1029,0
40.59585,-73.9630396,1,0,1267,0
40.6956279,-73.9300046,1,0,797,0
40.598493,-73.9650691,1,0,1219,0
40.6929683,-73.9247375,1,0,725,0
40.5973496,-73.9697067,1,0,1211,0
40.6889488,-73.9191404,1,0,877,0
40.5954468,-73.9755124,1,0,1323,0
40.6902356,-73.917553,1,0,1104,0
40.5978088,-73.9761352,1,0,1130,0
40.6864591,-73.9127408,1,0,938,0
40.5960009,-73.9827234,1,0,1190,0
40.6845226,-73.9082094,1,0,856,0
40.6021856,-73.9854194,1,0,524,0
40.6815808,-73.9051926,1,0,1182,0
40.6005116,-73.9823218,1,0,4,0
40.6843029,-73.9012184,1,0,1111,0
40.6012012,-73.9791341,1,0,1157,0
40.6910417,-73.9046452,1,0,730,0
40.6009797,-73.9754514,1,0,1154,0
40.6878791,-73.9071495,1,0,1051,0
40.6041574,-73.9741916,1,0,1247,0
40.6898146,-73.91062,1,0,490,0
40.6017065,-73.9710654,1,0,697,0
40.6024158,-73.9679374,1,0,1263,0
40.6919502,-73.9143896,1,0,736,0
40.6024112,-73.9634864,1,0,1320,0
40.6937625,-73.9179179,1,0,866,0
40.6054,-73.9648517,1,0,1177,0
40.6953233,-73.9210331,1,0,518,0
40.6092377,-73.9643322,1,0,1249,0
40.6970293,-73.9240384,1,0,1163,0
40.6068679,-73.969988,1,0,1182,0
40.6990021,-73.9272887,1,0,1353,0
40.6067483,-73.9760484,1,0,952,0
40.7014485,-73.9309587,1,0,1450,0
40.605675,-73.9801891,1,0,1545,0
40.7036936,-73.9271843,1,0,1580,0
40.6056458,-73.9843266,1,0,1719,0
40.7017991,-73.9234556,1,0,1321,0
40.6092493,-73.984202,1,0,1625,0
40.6996605,-73.919698,1,0,1496,0
40.6106815,-73.9806847,1,0,1258,0
40.697522,-73.915939,1,0,1274,0
40.6100424,-73.9769277,1,0,1342,0
40.695384,-73.9121802,1,0,1578,0
40.61313,-73.9778573,1,0,1604,0
40.6932405,-73.9084407,1,0,924,0
40.6103301,-73.9710945,1,0,1192,0
40.6975122,-73.909371,1,0,920,0
40.6130385,-73.9709769,1,0,1826,0
40.7014036,-73.9140585,1,0,879,0
40.6123965,-73.9655936,1,0,1756,0
40.7032963,-73.9167103,1,0,1194,0
40.6157674,-73.969322,1,0,1484,0
40.7049927,-73.9197067,1,0,652,0
40.6152294,-73.9760576,1,0,746,0
40.7066641,-73.9226498,1,0,773,0
40.6180934,-73.9732468,1,0,1085,0
40.7176049,-73.929984,1,0,186,0
40.6216296,-73.9728811,1,0,923,0
40.6201743,-73.9681621,1,0,590,0
40.7065882,-73.9289498,1,0,561,0
40.6186826,-73.9650024,1,0,860,0
40.626163,-73.9666205,1,0,521,0
40.6257018,-73.9690061,1,0,1257,0
40.632163,-73.965733,1,0,1065,0
40.6276229,-73.9735164,1,0,562,0
40.6245015,-73.9742801,1,0,671,0
40.6245752,-73.9783945,1,0,495,0
40.6214938,-73.9807596,1,0,762,0
40.625589,-73.9867507,1,0,783,0
40.6270361,-73.9841274,1,0,810,0
40.6286836,-73.9823658,1,0,996,0
40.6305694,-73.9805808,1,0,1540,0
40.7182382,-73.9421434,1,0,1197,0
40.6333984,-73.9788744,1,0,1067,0
40.6302924,-73.9744758,1,0,1321,0
40.7138604,-73.9384989,1,0,1982,0
40.6332232,-73.9695207,1,0,1605,0
40.6342861,-73.9736271,1,0,907,0
40.70784,-73.9363492,1,0,908,0
40.6389191,-73.9784252,1,0,1423,0
40.6404769,-73.9762086,1,0,1408,0
40.7029213,-73.9392589,1,0,2197,0
40.6381165,-73.9730214,1,0,2567,0
40.7035729,-73.9440999,1,0,1107,0
40.640907,-73.9702046,1,0,2978,0
40.7078076,-73.9413538,1,0,1964,0
40.6429642,-73.9738207,1,0,1166,0
40.7123628,-73.9433572,1,0,1413,0
40.643687,-73.9804383,1,0,1355,0
40.7162254,-73.9446004,1,0,1593,0
40.6454295,-73.9826813,1,0,827,0
40.7209167,-73.9468849,1,0,1507,0
40.6482579,-73.9774537,1,0,1369,0
40.7157329,-73.9489472,1,0,1046,0
40.6534936,-73.9753253,1,0,1194,0
40.7122018,-73.9474623,1,0,1947,0
40.6487119,-73.9735497,1,0,1729,0
40.708052,-73.9449451,1,0,1881,0
40.6489784,-73.9668581,1,0,489,0
40.701408,-73.9470118,1,0,1344,0
40.6512352,-73.9607363,1,0,909,0
40.6539088,-73.9606234,1,0,2324,0
40.652835,-73.963573,1,0,661,0
40.7032772,-73.9505645,1,0,1351,0
40.6461218,-73.9597677,1,0,1741,0
40.6487514,-73.9603672,1,0,1646,0
40.7075596,-73.9485791,1,0,2328,0
40.6465525,-73.9633611,1,0,1847,0
40.7117883,-73.9521808,1,0,2610,0
40.6427917,-73.9614284,1,0,700,0
40.7191334,-73.9505274,1,0,1857,0
40.6386247,-73.9567096,1,0,1324,0
40.6416145,-73.9581438,1,0,955,0
40.7206502,-73.9545002,1,0,1335,0
40.6379909,-73.9607951,1,0,1750,0
40.71572,-73.9551691,1,0,1374,0
40.6374454,-73.9641875,1,0,2165,0
40.7116894,-73.9588115,1,0,1216,0
40.708897,-73.9599897,1,0,1691,0
40.6364701,-73.9666777,1,0,2344,0
40.7084053,-73.9537053,1,0,641,0
40.6308472,-73.9626086,1,0,1001,0
40.7058714,-73.954506,1,0,1124,0
40.6273634,-73.9637344,1,0,1397,0
40.7007299,-73.9541749,1,0,936,0
40.6262195,-73.9602546,1,0,1755,0
40.7037756,-73.9573649,1,0,1303,0
40.6225826,-73.9628302,1,0,1124,0
40.7061428,-73.9612325,1,0,683,0
40.7002982,-73.9599545,1,0,2002,0
40.6181982,-73.956835,1,0,811,0
40.7026477,-73.9625587,1,0,1569,0
40.6128027,-73.960979,1,0,179,0
40.7000615,-73.9714263,1,0,1263,0
40.6132196,-73.9571904,1,0,2342,0
40.7052376,-73.965286,1,0,1901,0
40.6131411,-73.9531239,1,0,1504,0
40.7085181,-73.9665621,1,0,699,0
40.6092526,-73.9483771,1,0,1145,0
40.7111716,-73.9657308,1,0,1423,0
40.6087339,-73.9523174,1,0,2030,0
40.7139593,-73.9644095,1,0,1441,0
40.6083096,-73.9562588,1,0,1297,0
40.7164576,-73.9592358,1,0,1702,0
40.6078701,-73.9600716,1,0,905,0
40.7180847,-73.9632609,1,0,1349,0
40.6031609,-73.9594057,1,0,865,0
40.7219984,-73.9593366,1,0,916,0
40.6036536,-73.9553779,1,0,1446,0
40.6040855,-73.9514358,1,0,1510,0
40.7261911,-73.9569235,1,0,509,0
40.6045181,-73.9475034,1,0,2006,0
40.7351198,-73.9592518,1,0,981,0
40.6069158,-73.9433735,1,0,1591,0
40.7301815,-73.9579645,1,0,998,0
40.6028525,-73.9414035,1,0,506,0
40.6026717,-73.9378185,1,0,778,0
40.7237658,-73.952362,1,0,1423,0
40.5992668,-73.9368826,1,0,2113,0
40.7247836,-73.9476187,1,0,2190,0
40.5963688,-73.9382159,1,0,1189,0
40.7280486,-73.9488298,1,0,904,0
40.6011498,-73.9443385,1,0,1970,0
40.7321132,-73.9531903,1,0,976,0
40.5998731,-73.947571,1,0,1077,0
40.5994398,-73.9515127,1,0,467,0
40.7346532,-73.9489587,1,0,1219,0
40.5990068,-73.9554539,1,0,1009,0
40.5985399,-73.9592618,1,0,1460,0
40.5940748,-73.9586719,1,0,800,0
40.5945637,-73.9546137,1,0,1388,0
40.5896218,-73.958548,1,0,813,0
40.7300502,-73.9405495,1,0,631,0
40.5899885,-73.9546862,1,0,1833,0
40.723553,-73.9429265,1,0,1622,0
40.5923379,-73.9514508,1,0,904,0
40.7259943,-73.9383344,1,0,2977,0
40.5930119,-73.9476257,1,0,1928,0
40.5946146,-73.9430181,1,0,1118,0
40.5910968,-73.9400566,1,0,1355,0
40.5878962,-73.9362265,1,0,2649,0
40.5870743,-73.9456922,1,0,1130,0
40.5864511,-73.9561684,1,0,1668,0
40.5839493,-73.9490961,1,0,2142,0
40.5748504,-73.9563566,1,0,590,0
40.5814205,-73.9587054,1,0,3227,0
40.5798725,-73.9557672,1,0,410,0
40.5808755,-73.9493716,1,0,503,19.22672272
40.5766902,-73.9426554,1,0,688,0
40.5788518,-73.9460579,1,0,1460,0
40.584995,-73.9355821,1,0,1088,0
40.5923335,-73.9344391,1,0,1918,373.221286
40.589588,-73.9273296,1,0,678,0
40.5997604,-73.9315683,1,0,464,0
40.6099355,-73.9361433,1,0,608,0
40.608074,-73.9403,1,0,524,0
40.6109971,-73.9402463,1,0,936,0
40.6121974,-73.9463939,1,0,802,0
40.6137965,-73.9424791,1,0,670,0
40.6159147,-73.9395351,1,0,619,0
40.6176898,-73.9364602,1,0,490,0
40.6199785,-73.9336466,1,0,442,0
40.614762,-73.9300726,1,0,561,0
40.6129487,-73.9318078,1,0,610,0
40.6130109,-73.9349822,1,0,696,0
40.6080828,-73.9312005,1,0,662,0
40.6090466,-73.92808,1,0,541,0
40.6093052,-73.924372,0,1,0,0
40.5850613,-73.9184685,1,0,972,0
40.6127246,-73.9227642,1,0,432,0
40.618747,-73.9278042,1,0,596,0
40.6198305,-73.9302723,1,0,561,0
40.624995,-73.9272011,1,0,910,0
40.6261489,-73.922779,1,0,554,0
40.6213764,-73.9251879,1,0,807,0
40.6166469,-73.9241304,1,0,668,0
40.6148226,-73.9172817,1,0,583,0
40.6172158,-73.9191004,1,0,597,0
40.6199654,-73.9206701,1,0,796,0
40.6236755,-73.9200888,1,0,1488,0
40.6271699,-73.9153676,1,0,2167,0
40.6228458,-73.9088401,1,0,481,0
40.6111895,-73.9172125,1,0,660,0
40.6200459,-73.9067408,1,0,2427,0
40.6089645,-73.9081434,0,1,13,21.19077357
40.5913868,-73.8901359,0,1,0,0
40.6091314,-73.8658406,1,0,1023,0
40.6125404,-73.8942552,1,0,656,0
40.6288502,-73.9200468,1,0,933,0
40.6319999,-73.9243887,1,0,636,0
40.6341061,-73.9270557,1,0,676,0
40.6324139,-73.9338762,1,0,1324,0
40.6294856,-73.9270042,1,0,651,0
40.6262017,-73.9298437,1,0,711,0
40.627928,-73.9336058,1,0,555,0
40.6278153,-73.9374778,1,0,1163,0
40.6240389,-73.9357949,1,0,1069,0
40.6224096,-73.9390772,1,0,1057,0
40.6273942,-73.9412567,1,0,939,0
40.6269944,-73.9449753,1,0,610,0
40.6223172,-73.9431063,1,0,611,0
40.6186018,-73.942642,1,0,653,0
40.6218931,-73.9468957,1,0,924,0
40.6265678,-73.948766,1,0,317,0
40.6261531,-73.9525462,1,0,422,0
40.6214738,-73.9507115,1,0,655,0
40.6168562,-73.9479894,1,0,651,0
40.6164751,-73.9519619,1,0,1064,0
40.6213569,-73.9547885,1,0,1575,0
40.6257185,-73.9564859,1,0,1257,0
40.6319262,-73.9586448,1,0,704,0
40.6331871,-73.956842,1,0,1141,0
40.6188042,-73.9608017,1,0,997,0
40.6361362,-73.9538295,1,0,1164,0
40.6316094,-73.953177,1,0,1077,0
40.63168,-73.947607,1,0,1589,0
40.6309255,-73.9411361,1,0,625,0
40.6344979,-73.9391486,1,0,1433,0
40.6378537,-73.9414429,1,0,756,0
40.6342624,-73.9429558,1,0,1689,0
40.634414,-73.9470626,1,0,1154,0
40.6374655,-73.9488367,1,0,1839,0
40.6409778,-73.9536967,1,0,1429,0
40.6447642,-73.9549107,1,0,629,0
40.6486053,-73.955286,1,0,1797,0
40.6565964,-73.9582723,1,0,1811,0
40.6527602,-73.9576551,1,0,1308,0
40.6600109,-73.9587186,1,0,2330,0
40.6579907,-73.9613712,1,0,1325,0
40.660686,-73.9537667,1,0,1658,0
40.6576399,-73.9534407,1,0,1251,0
40.6589744,-73.9489902,1,0,1121,0
40.6616591,-73.9438615,1,0,166,0
40.6573033,-73.9394864,1,0,912,0
40.6591131,-73.9445488,1,0,933,0
40.6536407,-73.940238,1,0,925,0
40.6535296,-73.9442053,1,0,1693,0
40.6530923,-73.9479752,1,0,1906,0
40.653453,-73.9513097,1,0,2738,0
40.6532888,-73.9544282,1,0,1640,0
40.6488473,-73.949358,1,0,1929,0
40.6450647,-73.9489732,1,0,1329,0
40.6409911,-73.9496047,1,0,2126,0
40.640887,-73.9455028,1,0,719,0
40.641524,-73.9416243,1,0,544,0
40.6415499,-73.9384751,1,0,686,0
40.6371028,-73.9351273,1,0,703,0
40.6417561,-73.935135,1,0,757,0
40.6419943,-73.931292,1,0,668,0
40.642285,-73.9274549,1,0,534,0
40.646427,-73.9278611,1,0,431,0
40.6457434,-73.932316,1,0,9,0
40.6470029,-73.9382411,1,0,668,0
40.6443465,-73.943876,1,0,1362,0
40.6486244,-73.9448276,1,0,812,0
40.6502075,-73.9390272,1,0,1192,0
40.6499956,-73.9329233,1,0,1071,0
40.6502164,-73.9282257,1,0,723,0
40.6543372,-73.9238222,1,0,1189,0
40.656375,-73.9267616,1,0,1134,0
40.6543124,-73.9297309,1,0,1154,0
40.6541803,-73.9334039,1,0,1031,0
40.6536754,-73.9366498,1,0,1346,0
40.6604744,-73.9384588,1,0,594,0
40.6606478,-73.9357059,1,0,960,0
40.6588465,-73.9310338,1,0,1118,0
40.6615193,-73.9310226,1,0,2529,0
40.6604945,-73.9259818,1,0,1951,0
40.6622281,-73.9245506,1,0,1745,0
40.657488,-73.9206765,1,0,1450,0
40.6539393,-73.9180628,1,0,2250,0
40.6569877,-73.9154892,1,0,1449,0
40.6632809,-73.9219219,1,0,1142,0
40.6615039,-73.9164852,1,0,1357,0
40.6580074,-73.9124095,1,0,677,0
40.6627861,-73.9137077,1,0,1900,0
40.6662517,-73.9198136,1,0,943,0
40.6675531,-73.9150074,1,0,1551,0
40.6701302,-73.9088595,1,0,1256,0
40.6713225,-73.9047719,1,0,2240,0
40.6657515,-73.9034065,1,0,2315,0
40.665129,-73.9076346,1,0,1470,0
40.6591038,-73.9091012,1,0,990,0
40.6616527,-73.9045855,1,0,1040,0
40.6585694,-73.9030203,1,0,1191,0
40.6552353,-73.9063728,1,0,839,0
40.6669331,-73.9114794,1,0,1028,0
40.65248,-73.9117734,1,0,960,0
40.649929,-73.9154075,1,0,400,0
40.6375696,-73.9295165,1,0,948,0
40.6489251,-73.9190149,1,0,581,0
40.6487962,-73.9215837,1,0,867,0
40.6504469,-73.9245581,1,0,1145,0
40.6387394,-73.9229746,1,0,1180,0
40.6350817,-73.9207804,1,0,679,0
40.6446169,-73.9232797,1,0,947,0
40.6362487,-73.9171451,1,0,1506,0
40.6389669,-73.9146325,1,0,1288,0
40.6355741,-73.9109186,1,0,1130,0
40.6408221,-73.9116859,1,0,0,0
40.6459276,-73.9147647,1,0,531,0
40.6450236,-73.9105137,1,0,771,0
40.6419501,-73.9072687,1,0,711,0
40.6406399,-73.903142,1,0,428,0
40.6441418,-73.9038769,1,0,730,0
40.64726,-73.907353,1,0,712,0
40.6469841,-73.8997658,1,0,1589,0
40.6509988,-73.8943666,1,0,653,0
40.6465779,-73.8917896,1,0,986,0
40.6449365,-73.8943196,1,0,1038,0
40.6430019,-73.8973153,1,0,454,0
40.6393703,-73.898562,1,0,607,0
40.6374035,-73.9012845,1,0,613,0
40.6357597,-73.9043993,1,0,1127,0
40.6334438,-73.9077878,1,0,1296,0
40.6295432,-73.9094498,1,0,936,0
40.6306493,-73.9038,1,0,842,0
40.6322533,-73.9008897,1,0,670,0
40.6341331,-73.8980664,1,0,738,0
40.6360282,-73.894972,1,0,699,0
40.6397265,-73.8936677,1,0,790,0
40.6416626,-73.8906734,1,0,473,0
40.643303,-73.8881409,1,0,766,0
40.643853,-73.8867595,1,0,611,0
40.6383785,-73.8870181,1,0,731,0
40.6364413,-73.8900106,1,0,640,0
40.6329284,-73.8932756,1,0,892,0
40.6296068,-73.8984805,1,0,502,0
40.6271511,-73.8949624,1,0,1570,0
40.6333888,-73.8805458,1,0,3223,0
40.649262,-73.8806341,1,0,3035,0
40.645084,-73.8812223,1,0,129,0
40.6487051,-73.8640437,1,0,1700,0
40.6588417,-73.875959,1,0,552,0
40.6526645,-73.9016511,1,0,1641,0
40.6574132,-73.8887708,1,0,1549,0
40.6573142,-73.8842981,1,0,1391,0
40.6605446,-73.8813458,1,0,1000,0
40.6638632,-73.8756882,1,0,995,0
40.6687567,-73.876018,1,0,1088,0
40.6666275,-73.8805197,1,0,1076,0
40.6637279,-73.8859223,1,0,1081,0
40.6660037,-73.8871536,1,0,1288,0
40.6648986,-73.8931118,1,0,1386,0
40.6617411,-73.8921088,1,0,1349,0
40.6621691,-73.8964704,1,0,632,0
40.6612558,-73.8988897,1,0,756,0
40.6677793,-73.8996082,1,0,507,0
40.6804227,-73.8973066,1,0,895,0
40.682397,-73.8912342,1,0,717,0
40.6728086,-73.8985501,1,0,868,0
40.6792066,-73.8923418,1,0,768,0
40.6739223,-73.8865225,1,0,942,0
40.6732693,-73.8909301,1,0,1505,0
