LAT,LON                                                                                                                  ,Urban,Rural,"Housing units, total","low access, people at 1 mile "
40.7639781,-73.9753455,1,0,2180,0
40.762604,-73.9721311,1,0,2056,0
40.7612444,-73.9689142,1,0,5111,0
40.7547752,-73.9878702,1,0,1028,0
40.7648402,-73.9704939,1,0,2068,0
40.7634831,-73.9672789,1,0,5439,0
40.7571661,-73.9935528,1,0,2024,0
40.7624537,-73.9557716,1,0,5541,0
40.7611059,-74.0024791,1,0,1737,0
40.7652748,-73.9608553,1,0,7757,0
40.7573151,-73.9860247,1,0,4012,0
40.7669264,-73.9647673,1,0,3080,0
40.7597092,-73.9917004,1,0,3354,0
40.7682812,-73.9679849,1,0,2083,0
40.7660368,-73.952871,1,0,1824,0
40.7598407,-73.9841752,1,0,6481,0
40.7684666,-73.9585262,1,0,3502,0
40.762237,-73.989856,1,0,6762,0
40.7713809,-73.9615172,1,0,3508,0
40.7650139,-73.9998117,1,0,8771,0
40.7727364,-73.9647332,1,0,4029,0
40.7623458,-73.9823534,1,0,7334,0
40.7693047,-73.9500032,1,0,6211,0
40.7647381,-73.9880352,1,0,3863,0
40.7717017,-73.9561658,1,0,2158,0
40.7702629,-73.9959718,1,0,0,0
40.7725278,-73.9480644,1,0,2633,0
40.765207,-73.9802337,1,0,3866,0
40.7749216,-73.953815,1,0,2716,0
40.7672923,-73.9861711,1,0,2600,0
40.7759141,-73.95821,1,0,4790,0
40.7772742,-73.9614257,1,0,1516,0
40.7814695,-73.9667842,1,0,1446,0
40.7752486,-73.947552,1,0,3568,0
40.7762339,-73.9453767,1,0,3205,0
40.7698085,-73.9842549,1,0,1067,0
40.7771918,-73.952161,1,0,2480,0
40.7788148,-73.950975,1,0,4202,0
40.7713285,-73.9888036,1,0,3727,0
40.7788416,-73.9560743,1,0,5310,0
40.7810927,-73.9544321,1,0,7818,0
40.7723543,-73.9824834,1,0,5512,0
40.7801987,-73.9592834,1,0,2997,0
40.7824499,-73.9576478,1,0,1010,0
40.7755489,-73.9921079,1,0,6246,0
40.7789143,-73.9394523,1,0,2660,0
40.7748578,-73.9806658,1,0,1594,0
40.7813494,-73.9491245,1,0,5509,0
40.7785469,-73.990183,1,0,1633,0
40.7835686,-73.9475024,1,0,1183,0
40.7851821,-73.9463253,1,0,3803,0
40.7774175,-73.9787896,1,0,3976,0
40.7842784,-73.9521037,1,0,3831,0
40.7865243,-73.950465,1,0,2363,0
40.7803844,-73.9870937,1,0,3414,0
40.7856349,-73.9553223,1,0,2997,0
40.7878787,-73.9536853,1,0,3351,0
40.7799492,-73.9771934,1,0,1623,0
40.7887495,-73.9391484,1,0,4358,0
40.7835282,-73.9860998,1,0,3257,0
40.7877141,-73.9444745,1,0,4547,0
40.7823577,-73.9749987,1,0,2164,0
40.7893746,-73.9483593,1,0,4793,0
40.7864633,-73.9835804,1,0,2051,0
40.791051,-73.951345,1,0,850,0
40.7851959,-73.9731195,1,0,5202,0
40.7909025,-73.9421468,1,0,4736,0
40.7888138,-73.9827681,1,0,1639,0
40.793827,-73.9451333,1,0,4876,0
40.7877705,-73.9712361,1,0,2788,0
40.7948875,-73.948576,1,0,4499,0
40.7968026,-73.9471624,1,0,2490,0
40.791537,-73.9799727,1,0,4648,0
40.7903083,-73.9693891,1,0,3046,0
40.7940929,-73.9327979,1,0,2590,0
40.7943257,-73.9790063,1,0,2032,0
40.7944017,-73.939595,1,0,4278,0
40.7925562,-73.967746,1,0,2282,0
40.7983211,-73.9418511,1,0,4919,0
40.7967957,-73.9769097,1,0,1440,0
40.7996841,-73.9450687,1,0,4427,0
40.7945001,-73.9663636,1,0,1289,0
40.7991059,-73.9497088,1,0,4075,0
40.7995846,-73.9752418,1,0,2408,0
40.7975948,-73.9372599,1,0,3683,0
40.7973281,-73.9642508,1,0,1545,0
40.8019616,-73.9476194,1,0,306,0
40.8015309,-73.972221,1,0,1034,0
40.799559,-73.9294154,1,0,980,0
40.8005051,-73.9619564,1,0,3676,0
40.8004651,-73.935186,1,0,1283,0
40.8039983,-73.9704542,1,0,300,0
40.8028054,-73.9385762,1,0,1626,0
40.8053111,-73.9593993,1,0,721,0
40.802189,-73.9579879,1,0,1229,0
40.8043025,-73.9423627,1,0,1305,0
40.8065718,-73.9687947,1,0,1323,0
40.8057859,-73.9452336,1,0,2087,0
40.8064355,-73.9602048,1,0,1457,0
40.8050511,-73.9566329,1,0,3042,0
40.8086693,-73.9615616,1,0,4466,0
40.8110985,-73.9671098,1,0,2480,0
40.8082917,-73.9387853,1,0,2217,0
40.8089775,-73.95846,1,0,1865,0
40.8096485,-73.942008,1,0,1220,0
40.8115578,-73.9550032,1,0,3071,0
40.8135899,-73.9353306,1,0,4,0
40.8159829,-73.9631123,1,0,2729,0
40.8137611,-73.9390015,1,0,2039,0
40.8145587,-73.9531391,1,0,2323,0
40.8177989,-73.9361841,1,0,1145,0
40.8135272,-73.9494713,1,0,1111,0
40.8006768,-73.954388,1,0,2305,0
40.8179349,-73.9497563,1,0,1426,0
40.8032221,-73.9525241,1,0,2553,0
40.8185149,-73.9602435,1,0,3518,0
40.8057836,-73.950657,1,0,1749,0
40.8186544,-73.9461862,1,0,2150,0
40.8083402,-73.9487876,1,0,2315,0
40.8220415,-73.9579264,1,0,2865,0
40.8209453,-73.9592794,1,0,3343,0
40.8111222,-73.9469598,1,0,2615,0
40.8251911,-73.9572269,1,0,2959,0
40.8134305,-73.9448116,1,0,2345,0
40.8229663,-73.9464621,1,0,1902,0
40.8159297,-73.9432453,1,0,2335,0
40.8270566,-73.9542898,1,0,795,0
40.8184725,-73.9413896,1,0,2954,0
40.8258302,-73.9440935,1,0,2559,0
40.8210133,-73.9395318,1,0,4021,0
40.82824,-73.9541632,1,0,480,0
40.8237337,-73.9386672,1,0,1007,0
40.8289967,-73.9418352,1,0,0,0
40.8278881,-73.9389277,1,0,3242,0
40.8243024,-73.9355854,1,0,1227,0
40.8325614,-73.9512113,1,0,1410,0
40.75139,-73.959515,1,0,2581,0
40.7696137,-73.9416606,1,0,4713,0
40.8323409,-73.9410559,1,0,2480,0
40.790889,-73.9202473,1,0,377,0
40.8356768,-73.9496649,1,0,784,0
40.8059188,-73.9334775,1,0,3763,0
40.8360035,-73.9387688,1,0,2240,0
40.8316695,-73.937431,1,0,1604,0
40.8366323,-73.9420916,1,0,1469,0
40.8393482,-73.9478879,1,0,3606,0
40.8391263,-73.9364494,1,0,2799,0
40.8403421,-73.9399256,1,0,2676,0
40.842896,-73.9383779,1,0,628,0
40.848173,-73.9460145,1,0,2581,0
40.8084355,-73.9540741,1,0,2904,0
40.8232145,-73.9423562,1,0,3133,0
40.8457845,-73.9344554,1,0,1466,0
40.8468227,-73.9374753,1,0,2067,0
40.8496184,-73.9400607,1,0,3819,0
40.8502185,-73.928708,1,0,1319,0
40.8505567,-73.9309745,1,0,3083,0
40.8519392,-73.9342905,1,0,2658,0
40.8539297,-73.9374112,1,0,1655,0
40.8542596,-73.941482,1,0,3745,0
40.855429,-73.9273911,1,0,2930,0
40.8558384,-73.9316629,1,0,3151,0
40.8570766,-73.9345044,1,0,0,0
40.8588309,-73.9289236,1,0,1478,0
40.8615305,-73.9280159,1,0,1706,0
40.863902,-73.9344225,1,0,1761,0
40.8643049,-73.9239376,1,0,3358,0
40.8659234,-73.92012,1,0,1,0
40.8675294,-73.9249359,1,0,3772,0
40.8724974,-73.928619,1,0,2790,0
40.8665111,-73.9152694,1,0,1,0
40.8692173,-73.9186597,1,0,1469,3472.572776
40.8712704,-73.916675,1,0,998,1616.87289
40.8758391,-73.9104054,1,0,1029,1834.791847
40.8467157,-73.9297379,1,0,642,498.5219727
40.718053,-74.016843,1,0,1098,0
40.7087093,-74.018973,1,0,557,0
40.7025332,-74.0167192,1,0,1090,0
43.1219813,-79.0537369,1,0,1240,0
43.1181773,-79.0429901,1,0,1308,0
43.1027005,-79.017001,1,0,809,399.7583709
43.1096884,-79.0390671,1,0,1224,0
43.1021986,-79.0552158,1,0,975,0
43.1047054,-79.0443661,1,0,921,0
43.1045425,-79.0340879,1,0,1544,342.1131668
43.0981122,-79.0450967,1,0,1516,14.58224086
43.0982945,-79.0323877,1,0,1127,0
43.0836325,-79.0606075,1,0,1753,1760.434604
43.0855271,-79.0463871,1,0,1081,177.7904902
43.0918203,-79.0372545,1,0,828,185.5747846
43.0915654,-79.0278507,1,0,1394,0
43.0792485,-79.0210355,1,0,950,949.748917
43.0822737,-78.9945473,1,0,2655,1814.179724
43.087702,-78.9788586,0,1,2344,6099.102622
43.0726273,-78.9697854,0,1,3777,9394.124844
43.0852817,-78.9670743,1,0,3403,5137.819231
43.0831328,-78.9525637,1,0,1421,0
43.0929816,-78.9512927,1,0,1360,1328.292795
43.1258888,-79.0004344,1,0,1134,12.5233857
43.1093667,-78.9696594,1,0,1323,1181.754823
43.1041286,-78.7643779,1,0,1018,0.013636157
43.0990679,-78.8734835,1,0,1099,0
43.0719136,-78.9130761,1,0,1445,0
43.0558319,-78.858821,1,0,3218,2094.601944
43.0571705,-78.844412,1,0,2699,3930.873994
43.0475495,-78.8912457,0,1,1689,3169.287268
43.0615133,-78.8953877,0,1,2135,4405.854814
43.0388681,-78.8814171,1,0,1770,2676.877022
43.033596,-78.8732204,1,0,1081,201.3845781
43.0278561,-78.8762291,1,0,1604,1427.827515
43.030981,-78.8400593,1,0,1026,0
43.197304,-78.7262816,1,0,1351,138.2374563
43.1468529,-78.6332241,1,0,1795,0.705012619
43.1138606,-78.666029,1,0,2296,2149.319782
43.1228057,-78.6880012,0,1,2285,5971.795186
43.1872334,-78.6923138,1,0,742,1839.999989
43.1681288,-78.7160255,0,1,1489,3952.000031
43.168648,-78.690588,0,1,988,2662.000003
43.169076,-78.6803095,1,0,2625,3947.299778
43.1561786,-78.6931101,0,1,1173,2689.564466
43.1648475,-78.6706933,1,0,528,0
43.1518198,-78.5543075,0,1,1873,4522.27059
43.2117262,-78.4757289,0,1,2180,5015.281571
43.2581385,-78.5546772,1,0,1289,12.25736947
43.3357362,-78.5481059,1,0,1984,2455.974556
43.2586224,-78.6856103,0,1,2154,4239.954126
43.3134681,-78.7049667,0,1,826,2258.421386
43.3148978,-78.8283812,1,0,1092,2782.999973
43.2726719,-78.8129431,0,1,1690,3987.999986
43.1765886,-78.8202507,1,0,1986,137.0989162
43.1718691,-79.0395605,0,1,456,954.5880562
43.1706942,-79.0217981,0,1,0,0
43.1955373,-78.9482018,1,0,532,859.8747507
43.1375438,-79.0020369,1,0,790,664.9105947
43.2300019,-79.0396706,1,0,847,0
43.2578854,-78.9702371,1,0,1541,100.6733912
43.0561954,-78.8744285,1,0,960,0
43.1628827,-78.950865,1,0,925,1839.953341
43.0888864,-78.4772257,1,0,896,0
43.4569085,-78.792653,1,0,496,952.7138681
43.1060992,-75.237642,1,0,1021,163.4720759
43.10047,-75.2337133,1,0,659,0
43.0851657,-75.2572268,1,0,672,0
43.0937873,-75.1984061,1,0,975,0
43.0978682,-75.2161722,1,0,1229,2251.463349
43.1020331,-75.2472142,1,0,1512,0
43.0980521,-75.2239287,1,0,1095,96.0674471
43.0979733,-75.2437336,1,0,1155,579.5473462
43.0935053,-75.253807,1,0,772,1.951699615
43.0893242,-75.2675042,1,0,841,0
43.0899538,-75.2286955,1,0,2290,2592.251604
43.0842867,-75.2343606,1,0,1042,0
43.0791757,-75.1999617,1,0,1551,0
43.0891514,-75.2153702,1,0,1198,0
43.080531,-75.2216225,1,0,718,2.355936795
43.0974159,-75.2597014,1,0,1487,1008.392951
43.1084651,-75.2605635,1,0,1086,1259.305397
43.0895321,-75.2371212,1,0,1046,0
43.1145936,-75.1873083,1,0,1686,521.8783833
43.123599,-75.2192192,1,0,1999,2414.533459
43.0756328,-75.2717736,1,0,909,430.7336161
43.0842372,-75.2823865,1,0,1645,3833.34575
43.2061442,-75.472146,0,1,1098,2785.498157
43.2243366,-75.4773146,0,1,2390,6179.000008
43.2303359,-75.4666067,1,0,2070,3819.168156
43.2280723,-75.4492837,1,0,1196,0
43.2198294,-75.4393717,1,0,2229,0
43.2102364,-75.4318294,1,0,965,1315.956669
43.2395844,-75.4484276,1,0,1730,4118.660728
43.2532709,-75.4977822,0,1,1463,3819.000002
43.2077212,-75.5191852,1,0,909,1163.442331
43.1207252,-75.4547424,0,1,735,1970.999987
43.125084,-75.2914359,0,1,1793,3860.134647
43.1124482,-75.2739612,0,1,687,1534.999995
43.0996493,-75.2886704,0,1,1213,2393.382646
43.1089614,-75.3067159,0,1,1873,2173.300435
43.1208881,-75.3362253,1,0,1190,2969.999978
43.2399522,-75.3240833,0,1,1384,3516.000014
43.1284642,-75.1937306,0,1,1050,2627.000028
43.1836755,-75.1410501,0,1,1464,4036.999987
43.2601637,-75.2063775,0,1,1962,2517.104262
43.4960731,-75.1478191,0,1,1333,3190.078093
43.3576949,-75.2103308,1,0,1852,1366.616375
43.4591552,-75.2850703,0,1,537,2303.82309
43.2903951,-75.4762353,1,0,880,0
43.3376492,-75.5221763,1,0,2139,2033.754329
43.3701996,-75.4153133,1,0,2990,2866.631646
43.3876328,-75.6879515,1,0,2300,4007.126818
43.3450935,-75.7743467,0,1,1757,4411.000005
43.0582803,-75.3435938,0,1,1634,3071.219996
43.0263674,-75.3738818,0,1,1000,995.0144018
43.0313885,-75.4184736,0,1,587,1506.650876
43.0710381,-75.288618,1,0,6,2151.999926
43.0853521,-75.3318836,0,1,899,2810.000026
43.0490776,-75.2982943,0,1,2182,5228.279822
43.0499991,-75.2563506,1,0,1844,0
42.9721259,-75.2681968,1,0,1886,7.687945127
42.9717171,-75.4393788,1,0,15,33.09776211
42.8916065,-75.3802203,1,0,8,2913.000044
42.9041714,-75.265132,0,1,2219,4461.557659
43.1822931,-75.4829234,1,0,1323,150.3106009
43.1538623,-75.3679329,0,1,2423,6069.047508
43.1726122,-75.2677377,0,1,2232,4256.110591
43.2159649,-75.4575265,1,0,2,0
43.09116,-75.2441812,1,0,2,0.581339206
43.1003747,-75.2640531,1,0,2,2.953328233
43.1632536,-75.3043774,1,0,390,0
43.2320327,-75.7704283,1,0,1436,0
43.0704387,-75.5992157,1,0,678,0
43.1596462,-75.6275589,1,0,1542,0
43.0659307,-75.5296916,1,0,913,0
43.10308,-75.1909592,1,0,1433,0
43.0771221,-75.246574,1,0,643,0
43.2281076,-75.4073441,1,0,1026,0
43.0691355,-76.173017,1,0,1400,0
43.0747759,-76.1583997,1,0,2072,0
43.0812047,-76.1483599,1,0,1056,0
43.076256,-76.1378045,1,0,942,0
43.0637527,-76.15699,1,0,1779,0
43.069986,-76.1526402,1,0,1008,0
43.0692654,-76.1457226,1,0,1101,0
43.0681068,-76.1387366,1,0,1276,0
43.0678446,-76.1271182,1,0,1868,0
43.0722084,-76.1095002,1,0,947,0
43.0638377,-76.1481159,1,0,1137,0
43.0612554,-76.1400992,1,0,901,0
43.0571312,-76.137834,1,0,824,0
43.0575355,-76.1262058,1,0,939,0
43.0608519,-76.1179082,1,0,1287,0
43.0622758,-76.1098792,1,0,751,0
43.0635483,-76.0968919,1,0,1136,0
43.0568412,-76.1933162,1,0,706,0
43.0526383,-76.1712469,1,0,1129,0
43.0558933,-76.1479862,1,0,913,0
43.0540773,-76.1350296,1,0,971,0
43.0501417,-76.1908215,1,0,913,0
43.0441999,-76.1820651,1,0,1266,0
43.0461462,-76.163203,1,0,554,0
43.048019,-76.1502417,1,0,865,0
43.0486573,-76.1342736,1,0,475,0
43.047984,-76.1200136,1,0,755,0
43.0509535,-76.1092805,1,0,789,0
43.0537868,-76.0956358,1,0,1664,0
43.0361519,-76.1796494,1,0,2036,752.3507176
43.0369683,-76.1660818,1,0,676,0
43.0415797,-76.1623869,1,0,587,0
43.03867,-76.1490912,1,0,1036,0
43.0388643,-76.1400148,1,0,862,0
43.0400403,-76.1346433,1,0,710,0
43.0371816,-76.1260821,1,0,548,0
43.0359707,-76.1181389,1,0,938,37.05478185
43.0400611,-76.0977558,1,0,1862,2646.469385
43.0279451,-76.1920648,1,0,708,171.9537599
43.0261098,-76.1769245,1,0,44,0
43.0272963,-76.1689815,1,0,754,246.2435192
43.023689,-76.1604174,1,0,836,569.455532
43.0321901,-76.1590507,1,0,592,1352.055834
43.0317144,-76.1476356,1,0,1554,1700.91026
43.0245237,-76.1455633,1,0,1604,4096.000005
43.0210674,-76.1337849,1,0,1437,1881.587081
43.0233022,-76.1210584,1,0,1084,277.2423056
43.018334,-76.1172105,1,0,1079,2818.000006
43.0152012,-76.1636184,1,0,2316,5885.127221
43.0199057,-76.1526432,1,0,2360,2083.555332
43.0170298,-76.1445626,1,0,955,2782.384251
42.9982727,-76.1563154,1,0,1387,4006.24404
43.007193,-76.1414663,0,1,1491,3931.999946
42.9984281,-76.130428,1,0,904,1032.503417
42.9926718,-76.1415797,1,0,1008,1792.871625
43.1859204,-76.0274239,1,0,899,32.74748945
43.2050063,-76.1210322,1,0,2170,96.86126947
43.1648197,-76.1102316,1,0,977,0
43.1831454,-76.083813,1,0,1440,4.4921875
43.1880812,-76.1020406,1,0,1755,1504.337537
43.1512332,-76.047665,0,1,1059,2450.79368
43.1485813,-76.1067468,1,0,1296,667.2151412
43.1267079,-76.1035564,1,0,2241,170.5795388
43.1360961,-76.1220033,1,0,1684,242.14724
43.1320814,-76.1372873,1,0,1603,3095.266552
43.124176,-76.147051,1,0,1735,532.5595422
43.123253,-76.1696999,1,0,1873,4449.731495
43.1329743,-76.1811258,1,0,1420,2719.908611
43.150995,-76.1646996,1,0,745,2162.000026
43.1361771,-76.153759,1,0,2180,3848.804051
43.1431397,-76.2231356,0,1,1024,2363.324454
43.1319069,-76.2000282,1,0,2913,6933.99998
43.167066,-76.2509994,0,1,1557,4103.005845
43.1765527,-76.2395511,1,0,1926,5103.730015
43.1576754,-76.2213812,1,0,2020,993.9543682
43.1692403,-76.2063289,1,0,1399,377.5216398
43.1752658,-76.1726622,1,0,2979,3198.713425
43.1644983,-76.1411787,0,1,1359,3075.848062
43.2118263,-76.2056554,0,1,2341,2898.48307
43.194238,-76.296716,0,1,1523,4137.000047
43.1782288,-76.415737,1,0,569,1213.000002
43.1453679,-76.2703949,1,0,1471,1197.299846
43.1708754,-76.3420149,1,0,1715,620.433511
43.1452519,-76.3392939,1,0,1653,0
43.122837,-76.2955337,1,0,2292,1444.670417
43.1157619,-76.3672883,1,0,890,358.6213951
43.0526391,-76.4373314,1,0,1262,3129.000004
43.0600289,-76.3252218,1,0,1091,175.1110919
43.0386727,-76.3094986,1,0,1870,7.363451838
43.0255535,-76.3053872,1,0,1866,430.7941943
43.0509714,-76.2809517,1,0,1182,0
43.0475379,-76.2543906,1,0,1118,0
43.03722,-76.2499509,1,0,2420,1558.629375
43.0646006,-76.2501625,1,0,2392,3220.146169
43.0813997,-76.2163376,1,0,1502,162.6634274
43.0620538,-76.2150537,1,0,2212,4728.724127
43.0534445,-76.2103544,1,0,945,151.7898789
43.0432336,-76.2209873,1,0,1126,448.5786053
43.0398036,-76.2006,1,0,1564,1759.75267
43.1062017,-76.2093864,1,0,1720,833.0617266
43.1194674,-76.2275458,1,0,1364,0
43.1126425,-76.178158,1,0,1065,163.7381735
43.1018175,-76.1934412,1,0,1888,2489.088571
43.0903289,-76.1759366,1,0,1775,247.6879967
43.1090358,-76.1537765,1,0,2397,1222.521868
43.1077288,-76.1311397,1,0,1192,1213.05957
43.0973666,-76.1426849,1,0,637,2194.999963
43.0826197,-76.1289803,1,0,1779,2172.571599
43.0637065,-76.0699325,1,0,2648,1927.940728
43.0963785,-76.0968116,1,0,1373,1263.179336
43.0991892,-76.0564316,1,0,1602,3376.743331
43.0463556,-76.0592508,1,0,1045,514.1391903
43.0211453,-76.0835389,1,0,2334,5605.08371
43.0128793,-76.0451045,1,0,1250,2582.585728
42.996723,-76.0792493,0,1,1342,3483.864244
43.0421683,-75.9915574,0,1,2509,6887.666987
43.0192358,-76.0002893,0,1,1997,4952.000009
42.997424,-76.0072227,0,1,1313,3406.999997
43.0051531,-75.956903,1,0,1043,2903.496048
42.9893014,-75.9873945,1,0,809,2221.009024
43.0770266,-76.017801,1,0,895,9.821657315
43.0522671,-76.0224781,1,0,2666,4038.269314
43.0710918,-75.9571354,1,0,1772,2035.991543
42.9201182,-75.9876542,0,1,701,1717.989474
42.9076511,-76.1033279,1,0,1764,1524.854605
42.9422359,-76.2349611,0,1,1885,2365.114672
43.0068653,-76.2597197,0,1,1054,1910.986827
42.969776,-76.1127264,0,1,669,1686.000012
42.9762251,-76.1472223,0,1,963,2541.000007
42.9951209,-76.1879527,0,1,1071,2737.999961
43.0220402,-76.2278469,0,1,728,1964.000002
42.9426769,-76.3233235,0,1,325,453.4090583
42.9895653,-76.3349295,1,0,1353,3349.086298
42.9669114,-76.4080173,0,1,4117,9578.890427
42.8896413,-76.4118051,0,1,2404,4406.854103
42.8297003,-76.2892281,1,0,2088,3502.927722
42.8623447,-76.2275345,0,1,1802,2505.738282
42.8083614,-76.1370341,0,1,1968,1722.549086
42.8197488,-75.9851628,0,1,2796,6552.878852
42.9265084,-76.1532237,0,1,2439,4702.996126
43.0060428,-77.4583396,0,1,2294,5093.977208
43.006438,-77.4130162,0,1,1680,3153.061424
42.9943197,-77.3028839,1,0,1365,0
42.9591922,-77.3446973,1,0,1019,115.7792229
43.0000423,-77.1820852,1,0,1355,139.9762154
42.9601676,-77.2026537,1,0,1050,422.1800869
42.9570923,-77.0494038,0,1,1392,2668.52677
42.891434,-77.455276,0,1,1663,4246.999999
42.8192928,-77.3177346,0,1,1011,2704.534787
42.910774,-77.3109478,0,1,1455,2295.592484
42.8935148,-77.2954403,1,0,1752,16.24757918
42.9011898,-77.2801896,1,0,740,620.813135
42.8790648,-77.2841045,1,0,1126,139.7462587
42.8838614,-77.2674872,1,0,1324,133.6283766
42.8934933,-77.1958849,0,1,2152,4083.014813
42.7971348,-77.1971641,0,1,1640,3904.999999
42.8331178,-77.0736313,0,1,1034,1270.640007
42.8333254,-77.0054857,1,0,1038,75.89801025
42.8702609,-76.9996039,1,0,879,0
42.8809915,-76.9789246,1,0,1887,0
42.8724888,-76.9771056,1,0,1788,0
42.854237,-76.9870037,1,0,979,0
42.7593449,-77.5404618,1,0,1195,0
42.73824,-77.4157589,1,0,1285,42.80981919
42.624554,-77.4325008,1,0,1588,0
41.5158696,-74.015852,1,0,772,9.003846526
41.5110926,-74.035541,1,0,1150,1314.328542
41.5058983,-74.0230854,1,0,1824,0
41.504717,-74.005053,1,0,2458,1346.975435
41.4979742,-74.013518,1,0,1335,3357.99966
41.4912762,-74.0075974,1,0,1472,2982.865394
41.4992693,-74.0357577,1,0,763,1180.441214
41.4519324,-74.4066223,1,0,1479,4308.899343
41.460671,-74.4096545,1,0,1732,4707.588054
41.4575939,-74.4233707,1,0,1917,3219.439029
41.4380464,-74.4149103,1,0,1196,107.2808482
41.4323764,-74.4379828,1,0,1424,0
41.3836241,-74.6884866,1,0,2993,3200.184166
41.3716225,-74.6879743,0,1,2420,6552.06366
41.3733276,-74.6975305,1,0,2473,76.97925195
41.576365,-74.0964402,1,0,1333,3259.713897
41.5749834,-74.0164476,1,0,1785,3930.450041
41.5405909,-74.0085929,0,1,1357,1671.95355
41.5395739,-74.0572227,0,1,1922,5779
41.5114512,-74.059974,0,1,1720,4571.837982
41.5317507,-74.0992976,1,0,923,1970.89445
41.5574376,-74.2075561,1,0,1593,2205.989081
41.5599521,-74.1882416,1,0,1561,422.2708315
41.5101791,-74.2245825,1,0,2888,918.0450095
41.5319374,-74.2061621,1,0,1422,4067.986396
41.6014599,-74.2760106,1,0,1770,7018.000003
41.5519802,-74.3389383,1,0,1533,3227.360704
41.5034586,-74.3554302,1,0,1455,3732.000015
41.4862539,-74.374444,0,1,1504,4606.740972
41.4729908,-74.3582921,0,1,1485,4490.000001
41.4412616,-74.3864546,1,0,1585,4241.048755
41.4656023,-74.4031593,0,1,859,2674.000001
41.4795236,-74.4536433,0,1,1689,6228.000023
41.4572555,-74.5267609,1,0,1554,3798.921445
41.4423833,-74.6568262,1,0,1293,3551.912809
41.4597608,-74.6766329,0,1,1722,5505.999992
41.3733147,-74.5990448,1,0,1240,1880.60767
41.3240483,-74.5411921,1,0,1460,0
41.4029552,-74.4632629,1,0,1710,1675.804896
41.3609402,-74.4477247,1,0,1866,2572.635551
41.384045,-74.3610896,1,0,1224,1717.943864
41.3825595,-74.3228904,1,0,1633,234.8509234
41.3954335,-74.3023146,0,1,1885,4149.719483
41.4493352,-74.2447485,1,0,1833,1836.076472
41.4765235,-74.0575206,1,0,861,212.4696657
41.4589229,-74.0532467,1,0,2420,6947.881382
41.479843,-74.0252145,0,1,1170,3308.000035
41.4664155,-74.026819,1,0,2000,1828.55658
41.445619,-74.0170813,0,1,629,5835.897087
41.4421374,-74.0473396,1,0,1130,0
41.4161572,-74.0430642,1,0,1267,1918.6544
41.4331148,-74.1342857,1,0,1397,3012.331665
41.4268436,-74.1738244,1,0,1430,0
41.3901755,-74.1987916,1,0,1892,107.399357
41.3737948,-74.1669076,1,0,1304,1677.65153
41.3616755,-74.1132965,1,0,2109,4600.146706
41.3642274,-74.0253448,1,0,1945,1065.578422
41.3717576,-73.9689706,0,1,2190,6915.551115
41.3316792,-74.0044025,1,0,1655,4600.999967
41.3105052,-74.0978354,0,1,1540,4431.999974
41.3252973,-74.1766476,0,1,1975,4112.131183
41.3129675,-74.153009,1,0,2863,6883.999982
41.3243841,-74.210129,1,0,1231,4465.000039
41.2939291,-74.1996666,1,0,2571,6247.999997
41.3630053,-74.2707765,0,1,1457,3623.999998
41.3160233,-74.2737018,1,0,694,0
41.3069341,-74.3508102,1,0,1161,0
41.2937997,-74.453159,1,0,738,130.9710383
41.2329891,-74.3736877,1,0,1214,0
41.2573988,-74.3479919,1,0,2210,1489.814192
41.2775671,-74.3042253,1,0,3021,8608.162341
41.1989615,-74.267468,0,1,1261,3263.093366
41.2420057,-74.1716877,0,1,947,2447.833588
41.3351112,-74.1583767,1,0,1428,1739.972641
41.3378593,-74.1658271,1,0,1105,342.0404858
41.3506705,-74.1789842,0,1,2175,5115.760515
41.345488,-74.1725144,1,0,2584,1752.083274
41.4503841,-74.4327842,0,1,1837,4687.999973
41.4859371,-74.139831,0,1,1595,3948.000029
43.2623899,-78.3767425,0,1,1328,3403.999991
43.166109,-78.3799024,0,1,1859,4872.999989
43.2267561,-78.3873713,0,1,0,0
43.2123536,-78.3917982,0,1,1276,3542.999996
43.2156877,-78.2146948,0,1,1610,2572.161563
43.2443048,-78.1914773,0,1,1048,437.5304081
43.1783473,-78.0571242,0,1,1216,3214.082374
43.2584697,-78.0571393,0,1,1967,3177.288593
43.3440938,-78.3604016,0,1,2178,5893.874025
43.343684,-78.1223056,0,1,1952,4155.48549
43.5022867,-78.2297258,0,1,1653,4060.551296
43.5728662,-75.8744456,1,0,1741,3426.530139
43.6307053,-76.1235698,0,1,1905,5183.122078
43.5662049,-76.12453,0,1,1343,3664.000001
43.5475286,-76.1507372,1,0,1010,2382.000011
43.4550622,-76.2046283,0,1,2337,6118.999991
43.4293069,-76.0130368,0,1,2240,5606.291679
43.2588398,-75.9637341,1,0,1545,0
43.3056258,-76.0891319,1,0,954,0
43.2684692,-76.1601384,1,0,1155,0
43.337064,-76.1638785,1,0,1182,0
43.3673541,-76.2594959,0,1,2583,5585.790778
43.2308971,-76.2958046,0,1,1775,3843.727731
43.2575901,-76.2764256,0,1,1728,3958.467972
43.36042,-76.3696644,1,0,680,1659.000013
43.3284981,-76.4110537,0,1,1088,2855.999994
43.3146005,-76.4016589,0,1,2748,6113.080106
43.3057118,-76.4174243,1,0,1368,0
43.3212228,-76.4275311,1,0,1207,52.69147356
43.2898081,-76.4416942,1,0,1593,847.8033153
